,name,type,rating,review_count,price,address,label,dine_in,takeaway,delivery,drive_through,no_del_exp,curb_pickup,postal_code,municipality,neighborhood
604,Brown's Bistro,bistro,4.3,542.0,2,"R. da Vitória 88, 1100-571 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1100-571,Lisboa,Graça
605,Clandestino,asian,4.2,733.0,1,"R. do Benformoso 59, 1100-074 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-074,Lisboa,Santa Justa
606,Asian Lab,asian,2.9,191.0,1,"Av. 24 de Julho 49, 1200-109 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-109,Lisboa,São Paulo
607,Soi,asian,4.2,775.0,2,"R. Moeda 1C, 1200-109 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-109,Lisboa,São Paulo
608,Nova Paris,asian,4.5,168.0,1,"Portugal, Av. Alm. Reis, PT Lisboa邮政编码: 1150-020","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-020,Lisboa,Alto do Pina
609,Pangzi Massa 胖子面馆,asian,4.3,367.0,1,"R. do Benformoso 73, 1100-012 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1100-012,Lisboa,Socorro
610,Café Luso,fado,3.9,701.0,2,"Tv. da Queimada 10, 1200-365 Lisboa","['dine-in', 'no takeaway', 'no delivery']",1,1,0,0,1,0,1200-365,Lisboa,Encarnação
611,Maria da Mouraria - Casa de Fados,fado,4.4,434.0,2,"Rua do Capelão 1B, Largo Severa 2, 1100-341 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-341,Lisboa,Santa Justa
612,Fado em Si,fado,4.0,253.0,3,"R. de São João da Praça 18, 1100-520 Lisboa","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-520,Lisboa,Sé
613,Restaurante Fado ao Carmo,fado,4.7,302.0,4,"Rua da Condessa numero 52, 1200-122 Lisboa","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-122,Lisboa,Sacramento
614,A Viela do Fado,fado,3.9,216.0,2,"R. dos Remédios 111, 1100-345 Lisboa","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-345,Lisboa,Santo Estevão
615,Mesa de Frades,fado,4.4,407.0,1,"R. dos Remédios 139, 1100-304 Lisboa","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-304,Lisboa,Santo Estevão
616,A Baiuca,fado,4.2,500.0,1,"R. de São Miguel nr 20, 1100-544 Lisboa","['dine-in', 'curbside pickup', 'no delivery']",1,0,0,0,1,1,1100-544,Lisboa,São Miguel
617,Pastel do Fado,fado,3.6,430.0,1,"Rua Limoeiro 10, 1100-058 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-058,Lisboa,Sé
618,Guitarras de Lisboa,fado,4.3,230.0,2,"Beco do Melo 1, 1100-345 Lisboa","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-345,Lisboa,Santo Estevão
619,O Corrido – Casa de Fado,fado,4.8,195.0,2,"Campo de Santa Clara 49, 1100-471 Lisboa, Portugal","['dine-in', 'no takeaway', 'no delivery']",1,1,0,0,1,0,1100-471,Lisboa,São Vicente de Fora
620,Casa de Linhares (Fado),fado,4.4,593.0,2,"Beco dos Armazéns do Linho 2, 1100-037 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-037,Lisboa,Sé
621,Alfama Fado Restaurant,fado,3.8,22.0,1,"R. de São Pedro 4, 1100-345 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-345,Lisboa,Santo Estevão
622,Casa de Fado,fado,4.3,103.0,1,"R. da Barroca 56, 1200-043 Lisboa, Portugal",['dine-in'],1,0,0,0,0,0,1200-043,Lisboa,Encarnação
623,Mabiche Pizza Arroios,pizza,4.5,543.0,2,"R. Passos Manuel 9, 1150-020 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-020,Lisboa,Alto do Pina
624,Lupita Pizzaria,pizza,4.8,385.0,1,"Rua de S. Paulo 79, 1200-427 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-427,Lisboa,São Paulo
625,The Pizza Wizard,pizza,4.5,172.0,1,"R. Andrade 71, 1170-016 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1170-016,Lisboa,Anjos
626,Retrogusto84,pizza,4.6,886.0,2,"R. Maria 54, 1170-212 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1170-212,Lisboa,Anjos
627,ZeroZero,pizza,4.3,2462.0,2,"R. da Escola Politécnica 32, 1250-102 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-102,Lisboa,São Mamede
628,Kumar-Doner Kebab e Pizzeria,pizza,4.1,498.0,1,"Portugal, Largo Santa Bárbara 7D, 1150-287 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-287,Lisboa,Anjos
629,Jamie Oliver's Pizzeria Lisboa,pizza,4.3,415.0,2,"Rua do Loreto 12, 1200-108 Lisboa","['dine-in', 'takeaway', 'no-contact delivery']",1,1,1,0,0,0,1200-108,Lisboa,Encarnação
630,La Puttana,pizza,4.3,492.0,2,"Portugal, R. Nova do Carvalho 70, 1200-292 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-292,Lisboa,São Paulo
631,Pizzeria Mezzogiorno,italian,4.0,1206.0,2,"Rua Garrett 19 - Galerias Páteo Garrett, lojas C, D, 1200-203 Lisboa","['dine-in', 'delivery']",1,0,1,0,0,0,1200-203,Lisboa,Mártires
632,Mundo Gourmet Pizzaria,pizza,4.5,128.0,1,"R. Heliodoro Salgado 22B, 1170-177 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1170-177,Lisboa,Anjos
633,Pizzaria Luzzo | Graça,pizza,4.4,107.0,2,"Largo da Graça 24, 1170-165 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1170-165,Lisboa,Graça
634,Pizza Misura (A pizza a tua medida),italian,4.5,244.0,1,"R. da Misericórdia 105, 1200-334 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-334,Lisboa,Encarnação
635,ZeroZero Príncipe Real,pizza,4.3,2462.0,2,"R. da Escola Politécnica 32, 1250-102 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-102,Lisboa,São Mamede
636,Mr. Pizza,pizza,4.3,456.0,1,"R. Saraiva de Carvalho 199B, 1350-300 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1350-300,Lisboa,Santo Condestável
637,Primo Basílico,pizza,4.6,458.0,1,"R. dos Remédios 37, 1100-115 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1100-115,Lisboa,São Vicente de Fora
638,Pizzaria do Bairro,pizza,4.2,195.0,1,"Armazém A, n.º 18, R. da Cintura do Porto de Lisboa, Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-083,Lisboa,Anjos
639,Coyo Taco - Príncipe Real,mexican,4.2,724.0,2,"R. Dom Pedro V nº 65, 1250-093 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-093,Lisboa,Encarnação
640,Taqueria Patron,mexican,4.1,446.0,1,"R. do Gremio Lusitano 8, 1200-113 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-113,Lisboa,Santa Catarina
641,Coyo Taco - Cais do Sodré,mexican,4.0,221.0,2,"R. Ribeira Nova 36, 1200-376 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-376,Lisboa,São Paulo
642,Taqueria do Chiado by Espada,mexican,4.1,145.0,1,"R. Trindade 36C, 1200-235 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-235,Lisboa,Sacramento
643,Las Ficheras,mexican,3.9,1569.0,2,"R. dos Remolares 34, 1200-371 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-371,Lisboa,São Paulo
644,La Fugitiva Taco Bar,mexican,4.4,23.0,1,"Rua de S. Paulo 186, 1200-249 Lisboa","['dine-in', 'curbside pickup', 'no delivery']",1,0,0,0,1,1,1200-249,Lisboa,Santa Catarina
645,CARNAL,mexican,5.0,7.0,1,"R. da Misericórdia 78, 1200-385 Lisboa",['dine-in'],1,0,0,0,0,0,1200-385,Lisboa,Encarnação
646,Dona Maria,mexican,4.3,48.0,1,"Calçada Santana 175, 1150-307 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1150-307,Lisboa,Pena
647,CASA DOS AMIGOS,mexican,4.2,125.0,1,"R. dos Remédios 140, 1100-451 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-451,Lisboa,Santo Estevão
648,El Paso Cantina Mexicana y Cocktail Bar,mexican,4.0,8.0,1,"R. das Portas de Santo Antão 125, 1150-312 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1150-312,Lisboa,Santa Justa
649,La fugitiva,mexican,4.3,22.0,1,"Rua de S. Paulo 186, 1200-058 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-058,Lisboa,São Paulo
650,Tico y Taco,mexican,4.8,4.0,1,"R. da Atalaia 4, 1200-050 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-050,Lisboa,Encarnação
651,El Tacos Mexican & Cocktails Bar ( Bairro Alto),mexican,3.9,431.0,2,"R. do Diário de Notícias 23, 1200-283 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-283,Lisboa,Encarnação
