,name,type,rating,review_count,price,address,label,dine_in,takeaway,delivery,drive_through,no_del_exp,curb_pickup,postal_code,municipality,neighborhood
472,Zenith,veggie_healthy,4.4,2120.0,2,"R. do Telhal 4A, 1150-346 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-346,Lisboa,São José
473,The Lumiares Hotel & Spa,south_america,4.6,349.0,1,"R. do Diário de Notícias 142, 1200-146 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1200-146,Lisboa,Encarnação
474,Casinha Boutique Café,cafe,4.4,103.0,1,"Av. Poe. Mistral 2A, 1050-182 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1050-182,Lisboa,Nossa Senhora de Fátima
475,Brooklyn Lisboa,cafe,4.6,447.0,1,"Praça da Alegria 35, 1250-096 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-096,Lisboa,Santa Isabel
476,Quiosque das Portas do Sol,fast_food,4.0,89.0,1,"Largo Portas do Sol, 1100-411 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no delivery']",1,0,0,0,1,1,1100-411,Lisboa,Santiago
477,39 Degraus,brunch,4.5,150.0,1,"Cinemateca, R. Barata Salgueiro 39, 1269-059 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1269-059,Lisboa,Coração de Jesus
478,the mill,cafe,4.6,1693.0,2,"R. do Poço dos Negros 1, 1200-335 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-335,Lisboa,Santa Catarina
479,Brick Cafe Lisboa,cafe,4.4,1647.0,2,"Rua de Moçambique 2, 1170-245 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1170-245,Lisboa,Anjos
480,Cusca Café,cafe,4.9,147.0,1,"Rua de O Século 170, 1200-434 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-434,Lisboa,Mercês
481,"Hello, Kristof",brunch,4.6,507.0,2,"R. do Poço dos Negros 103, 1200-337 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-337,Lisboa,Santa Catarina
482,"Arts Cafe, Event Venue",cafe,4.4,106.0,1,"Rua da Bica do Sapato 50C, 1100-094 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1100-094,Lisboa,Santa Engrácia
483,Seagull Method cafe,brunch,4.7,467.0,2,"R. da Palmeira 23, 1200-311 Lisboa, Portugal","['dine-in', 'curbside pickup', 'delivery']",1,0,1,0,0,1,1200-311,Lisboa,Mercês
484,Royale Café,cafe,4.2,608.0,2,"Largo Rafael Bordalo Pinheiro 29 R/C, 1200-369 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-369,Lisboa,Sacramento
485,Amélia Lisboa,brunch,4.4,2988.0,2,"R. Ferreira Borges 101, 1350-128 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1350-128,Lisboa,Santa Isabel
486,Sítio Valverde,brunch,4.7,60.0,1,"Av. da Liberdade 164, 1250-146 Lisboa, Portugal","['dine-in', 'no takeaway', 'no delivery']",1,1,0,0,1,0,1250-146,Lisboa,Coração de Jesus
487,Cafe,cafe,5.0,1.0,1,"Largo Vitorino Damásio 3F, 1200-646 Lisboa, Portugal",['dine-in'],1,0,0,0,0,0,1200-646,Lisboa,Santa Catarina
488,Martinho da Arcada,portuguese,4.2,1183.0,2,"Praça do Comércio 3, 1100-148 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-148,Lisboa,Madalena
489,Café Janis,bistro,4.6,739.0,2,"R. Moeda 1A, 1200-109 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-109,Lisboa,São Paulo
490,Varanda,brunch,4.3,55.0,1,"Praça Martim Moniz 2, 1100-341 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1100-341,Lisboa,Santa Justa
491,Água,burger,4.5,34.0,1,"R. Rosa Araújo 16, 1250-096 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1250-096,Lisboa,Santa Isabel
492,Tulsi Restaurant,indian_nepalese,4.7,151.0,1,"R. do Benformoso 262, 1100-087 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-087,Lisboa,Anjos
493,Mezzanine,bar,3.4,232.0,1,"Rua da Boavista 108, 1200-085 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-085,Lisboa,Santa Catarina
494,OnigiriA,japanese,4.7,93.0,1,"R. Vicente Borga 2, 1200-861 Lisboa, Portugal","['dine-in', 'drive-through', 'no-contact delivery']",1,0,1,1,0,0,1200-861,Lisboa,Santos-o-Velho
495,Basílio,brunch,4.6,847.0,2,"Rua dos Bacalhoeiros 111, 1100-068 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1100-068,Lisboa,Madalena
496,Babete,european,3.8,317.0,2,"Calçada do Duque 57, 1200-156 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-156,Lisboa,Encarnação
497,Chillis Bangladesh Indian Restaurant Curry House,indian_nepalese,4.1,33.0,1,"R. do Benformoso 256, 1100-088 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1100-088,Lisboa,Anjos
498,Restaurante Diyalo,indian_nepalese,4.0,469.0,1,"Tv. da Palma, 1150-052 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-052,Lisboa,Santa Justa
499,Yambu Restaurant,indian_nepalese,4.7,70.0,1,"Largo Santa Bárbara 8N 0, 1150-287 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-287,Lisboa,Anjos
500,Lumbini Restaurant,indian_nepalese,4.6,270.0,1,"Rua da Esperança 42, 1200-658 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-658,Lisboa,Santos-o-Velho
501,Atípico Restaurant,european,4.3,221.0,2,"R. do Gremio Lusitano numero 20, 1200-212 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-212,Lisboa,Encarnação
502,Cervejaria Trindade,south_america,4.1,4728.0,2,"R. Nova da Trindade 20 C, 2715-311 Lisboa, Portugal",['nan'],0,0,0,0,0,0,2715-311,Sintra,Almargem do Bispo
503,Gosta do Castelo Brunch,brunch,4.2,246.0,1,"Costa do Castelo 138, 1100-129 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1100-129,Lisboa,Castelo
504,Mesa Kreol,africa_me,4.6,338.0,2,"Arco Portas do Mar 9, 1100-035 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1100-035,Lisboa,Sé
505,Olá Lisboa - Tapas & Petiscos,european,4.6,129.0,1,"R. dos Mastros 20, 1200-264 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-264,Lisboa,São Paulo
506,Miteri restaurant,indian_nepalese,4.4,264.0,1,"Rua da Guiné 5A, 1170-172 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1170-172,Lisboa,Anjos
507,Papa Chidera Nigeria Restaurant,africa_me,4.6,20.0,1,"1170-287 Lisbon, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1170-287,Lisboa,Anjos
508,Grenache,european,4.8,124.0,1,"Pátio de Dom Fradique 12, 1100-624 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-624,Lisboa,Santiago
509,Hamburgueria do Bairro - Príncipe Real,burger,4.3,927.0,1,"1200 484, Tv. Abarracamento de Peniche 22, Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1100-083,Lisboa,Anjos
510,New Manakamana,indian_nepalese,4.0,144.0,1,"R. Arco da Graça 43, 1150-049 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1150-049,Lisboa,Pena
511,Batata Doce,africa_me,4.7,236.0,2,"R. de São João da Mata 56, 1200-734 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-734,Lisboa,Santos-o-Velho
512,SILK CLUB ROOFTOP RESTAURANT & CLUB,mediterranean,4.1,817.0,3,"Edifício Espaço Chiado, R. da Misericórdia 14, 1200-273 Lisboa","['dine-in', 'no takeaway', 'no delivery']",1,1,0,0,1,0,1200-273,Lisboa,Encarnação
513,OTRO restaurante,grill,4.6,42.0,1,"R. Rodrigues Sampaio 94, 1250-281 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1250-281,,
514,Aprazível,brunch,4.1,392.0,2,"Galerias Páteo Garrett, R. Garrett 19, 1200-093 Lisboa","['dine-in', 'delivery']",1,0,1,0,0,0,1200-093,Lisboa,Sacramento
515,Everest Montanha,indian_nepalese,4.3,498.0,2,"R. Artilharia 1 26, 1250-040 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no-contact delivery']",1,0,1,0,0,1,1250-040,Lisboa,Campolide
516,ristorante a severa,european,4.0,402.0,1,"R. das Gáveas 51, 1200-206 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-206,Lisboa,Encarnação
517,Taberna Portuguesa,portuguese,4.5,776.0,2,"Calçada do Combro 115, 1200-109 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-109,Lisboa,São Paulo
518,Taberna do Bairro alto,portuguese,4.5,709.0,1,"Tv. da Boa Hora 27, 1200-063 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-063,Lisboa,Encarnação
519,Taberna dos Clérigos,grill,4.2,150.0,1,"Calçada de São Vicente 10, 1100-213 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-213,Lisboa,São Vicente de Fora
520,Go Juu,japanese,4.7,542.0,1,"R. Marquês Sá da Bandeira 46A, 1050-149 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1050-149,Lisboa,Nossa Senhora de Fátima
521,Tasca Kome,japanese,4.6,611.0,2,"R. da Madalena 57, 1100-016 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1100-016,Lisboa,Madalena
522,Hikidashi,japanese,4.6,381.0,3,"R. Coelho da Rocha 20A, 1250-088 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1250-088,Lisboa,Santo Condestável
523,Confraria LX,japanese,4.3,547.0,1,"Portugal, R. do Alecrim 12A, 1200-161 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-161,Lisboa,São Paulo
524,Wakame Sushi Ten,japanese,5.0,59.0,1,"Calçada Cascão 6, 1100-123 Lisboa, Portugal","['dine-in', 'curbside pickup', 'delivery']",1,0,1,0,0,1,1100-123,Lisboa,São Vicente de Fora
525,AronSushi,japanese,4.5,601.0,3,"R. Marquês Sá da Bandeira 14B, 1050-205 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1050-205,Lisboa,São Sebastião da Pedreira
526,Restaurante Japonês - SUSHI TIME,japanese,4.3,1652.0,2,"Av. Dom João II 41 A, 1990-084 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1990-084,Lisboa,Santa Maria dos Olivais
527,Restaurante Suntory Exotic Japanese Fusion,japanese,4.5,1363.0,2,"Av. Conselheiro Fernando de Sousa 23A, 1070-072 Lisboa, Portugal","['dine-in', 'curbside pickup', 'delivery']",1,0,1,0,0,1,1070-072,Lisboa,Campolide
528,Sushi Cafe,japanese,4.4,233.0,1,"Av. Eng. Duarte Pacheco 1016 1020, 1070-103 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1070-103,Lisboa,Campolide
529,Hanami Sushi Tivoli Forum,japanese,4.3,150.0,2,"Av. da Liberdade 180, 1250-142 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1250-142,Lisboa,Coração de Jesus
530,Tribo Sushi Bar,japanese,4.0,27.0,1,"Rua da Glória 30, 1250-117 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-117,Lisboa,São José
531,Sushi Suisen,japanese,4.6,11.0,1,"R. Andrade 15, 1170-014 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1170-014,Lisboa,Anjos
532,Kingyo Sushi,japanese,4.5,44.0,1,"R. Luciano Cordeiro 72B, 1150-217 Lisboa, Portugal","['dine-in', 'drive-through', 'no-contact delivery']",1,0,1,1,0,0,1150-217,Lisboa,Coração de Jesus
533,KOPPU RAMEN,japanese,4.5,718.0,2,"R. do Salitre 131, 1200-298 Lisboa, Portugal","['dine-in', 'takeaway', 'no-contact delivery']",1,1,1,0,0,0,1200-298,Lisboa,Mercês
534,Best Sushi And Poke Restaurant,japanese,4.4,63.0,1,"R. Natália Correia 8A, 1170-270 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1170-270,Lisboa,Graça
535,Buddha Sushi,japanese,3.6,807.0,1,"R. de São Pedro de Alcântara 65-69, 1250-238 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no-contact delivery']",1,0,1,0,0,1,1250-238,Lisboa,Encarnação
536,Sushi do Bairro,japanese,4.4,43.0,1,"R. Saraiva de Carvalho 32, 1250-244 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-244,Lisboa,Lapa
537,KATANA SUSHI,japanese,4.5,93.0,1,"Rua Marquês de Fronteira 173 A, 1070-300 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no-contact delivery']",1,0,1,0,0,1,1070-300,Lisboa,Campolide
538,Shun - Open Kitchen,japanese,4.8,40.0,1,"R. Tomás da Anunciação 171A, 1350-326 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1350-326,Lisboa,Santo Condestável
539,Sushisan Santos,japanese,4.5,184.0,1,"Largo de Santos 3A, 1200-808 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-808,Lisboa,Santos-o-Velho
540,by Koji Lisboa,japanese,4.8,25.0,1,"Calçada Marquês Abrantes 138, 1200-720 Lisboa, Portugal","['dine-in', 'no takeaway']",1,1,0,0,0,0,1200-720,Lisboa,Santos-o-Velho
541,Sushisan Lisbon,japanese,4.1,520.0,2,"R. Nova de São Mamede 18, 1250-173 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1250-173,Lisboa,São Mamede
542,Sushi Shop,japanese,3.9,170.0,1,"PRAÇA, Rua Dom Luís I 30 LOJA 6, 1200-152 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-152,Lisboa,São Paulo
543,Sea Me Peixaria Moderna,seafood,4.3,1840.0,3,"Rua do Loreto 21, 1200-241 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-241,Lisboa,Encarnação
544,Nómada - Chiado,asian,4.7,35.0,1,"R. Horta Seca 5 B, 1200-221 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-221,Lisboa,Encarnação
545,Bonsai,japanese,4.6,395.0,3,"R. da Rosa 248, 1200-391 Lisboa","['dine-in', 'takeaway', 'no-contact delivery']",1,1,1,0,0,0,1200-391,Lisboa,Encarnação
546,Sushi-Away,japanese,4.9,71.0,1,"R. 4 de Infantaria, 1350-271 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1350-271,Lisboa,Santo Condestável
547,Miss Jappa,japanese,4.4,249.0,1,"Praça do Príncipe Real 5, 1250-096 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-096,Lisboa,Santa Isabel
548,La Piadina,italian,4.5,515.0,1,"Calçada do Combro 8, 1200-114 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-114,Lisboa,Santa Catarina
549,Il Matriciano,italian,4.4,545.0,2,"R. de São Bento 107, 1200-661 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-661,Lisboa,Lapa
550,Il Mercato,italian,4.5,1311.0,2,"Passeio do Pátio Bagatela, R. Artilharia 1 51 Bloco B, Loja M, 1250-038 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-038,Lisboa,Campolide
551,Mano a Mano - Ristorante pizzerie,italian,4.2,595.0,2,"R. do Alecrim 22, 1200-014 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-014,Lisboa,Encarnação
552,Sophia - Natural Italian,pasta,4.2,992.0,2,"Praça Dom Luís I 34, 1200-427 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-427,Lisboa,São Paulo
553,Bella Ciao - Cantina Italiana,italian,4.2,560.0,1,"R. de São Julião 74 76, 1100-526 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no-contact delivery']",1,0,1,0,0,1,1100-526,Lisboa,Madalena
554,Osteria - Cucina di Amici,italian,4.4,886.0,2,"R. Madres 52, 1200-712 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-712,Lisboa,Santos-o-Velho
555,Italian Republic,italian,4.3,109.0,1,"R. dos Arameiros 15, 1100-389 Lisboa","['dine-in', 'delivery']",1,0,1,0,0,0,1100-389,Lisboa,Madalena
556,DaVito,pizza,4.4,609.0,2,"Rua da Penha de França - Mercado Sapadores, Loja 15, 1170-364 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1170-364,Lisboa,Graça
557,Restaurante italiano Il Gattopardo,mediterranean,4.5,39.0,1,"Av. Eng. Duarte Pacheco 24 3º piso, 1070-110 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1070-110,Lisboa,Campolide
558,La Campania,italian,4.3,566.0,1,"R. Artilharia 1 30, 1250-096 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1250-096,Lisboa,Santa Isabel
559,Pasta House,pasta,4.1,80.0,1,"Av. Eng. Duarte Pacheco 15G, 1250-096 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1250-096,Lisboa,Santa Isabel
560,Tempero Pizza (Arroios),italian,4.8,18.0,1,"R. Nova do Desterro 9, 1150-241 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1150-241,Lisboa,Anjos
561,Caja pasta fresca italiana,pasta,4.9,33.0,1,"R. Andrade 9 11, 1170-014 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1170-014,Lisboa,Anjos
562,Memoria,pasta,4.4,519.0,2,"R. 4 de Infantaria 26a, 1350-273 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1350-273,Lisboa,Santo Condestável
563,L'APE Italian Lounge,italian,4.7,85.0,1,"Calçada do Monte 92A, 1170-251 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1170-251,Lisboa,Graça
564,Castafiore,bistro,4.3,107.0,2,"R. do Duque 21, 1200-158 Lisboa","['dine-in', 'curbside pickup', 'delivery']",1,0,1,0,0,1,1200-158,Lisboa,Sacramento
565,Ginos,italian,4.1,297.0,2,"R. Barata Salgueiro 29A, 1250-096 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-096,Lisboa,Santa Isabel
566,Nonna Ristorante Cucina Italiana e Portoghese,italian,5.0,4.0,1,"R. dos Remédios 163, 1100-446 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-446,Lisboa,Santo Estevão
567,Pizza a Metro,italian,4.3,81.0,1,"R. de Santa Marta 51, 1150-294 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1150-294,Lisboa,Coração de Jesus
568,daTerra Bairro Alto,veggie_healthy,4.4,337.0,2,"R. da Rosa 51, 1200-382 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1200-382,Lisboa,Encarnação
569,The Green Affair - Chiado,veggie_healthy,4.4,408.0,2,"R. Serpa Pinto 15A, 1200-443 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-443,Lisboa,Mártires
570,Os Tibetanos,veggie_healthy,4.3,1366.0,2,"R. do Salitre 117, 1250-198 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-198,Lisboa,Coração de Jesus
571,Kong - Food Made With Compassion,veggie_healthy,4.7,420.0,2,"R. do Crucifixo 30, 1100-183 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-183,Lisboa,São Nicolau
572,Dear Breakfast,brunch,4.4,1281.0,2,"R. Gaivotas 17, 1200-719 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-719,Lisboa,Santos-o-Velho
573,Brunch in Downtown,brunch,4.9,8.0,1,"R. da Vitória 8, 1100-619 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1100-619,Lisboa,São Nicolau
574,Fauna & Flora- Anjos,brunch,4.5,609.0,2,"R. Febo Moniz 27A, 1150-152 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-152,Lisboa,Anjos
575,BATZ,brunch,4.5,145.0,1,"Largo Dr. António de Sousa Macedo 2, 1200-319 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-319,Lisboa,Mercês
576,A.P. F. Cafe & Restaurant,bistro,4.6,237.0,2,"R. das Trinas 67A, 1200-856 Lisboa, Portugal","['dine-in', 'takeaway', 'no-contact delivery']",1,1,1,0,0,0,1200-856,Lisboa,Lapa
577,Oui Mais Non,brunch,4.6,25.0,1,"Tivoli Fórum, Av. da Liberdade 180 Loja 5A, 1250-146 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1250-146,Lisboa,Coração de Jesus
578,Dear Breakfast - Alfama,brunch,4.6,136.0,1,"Largo de Santo António da Sé 16, 1100-499 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1100-499,Lisboa,Sé
579,"11 Tapas - Restaurante & Cocktail, WineBar",european,4.3,406.0,1,"Travessa da Água da Flor 11, 1200-010 Lisboa","['dine-in', 'drive-through', 'no delivery']",1,0,0,1,1,0,1200-010,Lisboa,Encarnação
580,TAPAS 129,european,4.7,208.0,1,"R. Outeirinho do Mirante 1, 1100-387 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-387,Lisboa,São Vicente de Fora
581,Tapas Boa Hora,european,4.8,253.0,1,"Tv. da Boa Hora 48, 1200-064 Lisboa",['nan'],0,0,0,0,0,0,1200-064,Lisboa,Encarnação
582,Tapa Bucho Gastrobar,european,4.4,531.0,2,"R. do Diário de Notícias 122, 1200-145 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-145,Lisboa,Encarnação
583,Medrosa d'Alfama,european,4.3,473.0,2,"Largo de São Rafael 6, 1100-559 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-559,Lisboa,São Miguel
584,Ache Atalaia Bar & Tapas,european,4.5,334.0,1,"R. da Atalaia 53, 1200-027 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-027,Lisboa,Encarnação
585,A Marisqueira do Lis,seafood,4.2,711.0,2,"Av. Alm. Reis 27B, 1150-019 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-019,Lisboa,Alto do Pina
586,Cervejaria Ribadouro,seafood,4.0,1815.0,2,"Av. da Liberdade 155, 1250-144 Lisboa","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-144,Lisboa,Coração de Jesus
587,Marisqueira Uma,seafood,4.1,2941.0,1,"R. dos Sapateiros 177, 1100-044 Lisboa","['dine-in', 'takeaway']",1,1,0,0,0,0,1100-044,Lisboa,São Nicolau
588,Aqui Há Peixe,seafood,4.3,350.0,3,"R. Trindade 18A, 1200-468 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-468,Lisboa,Sacramento
589,Restaurante Gambrinus,portuguese,4.4,1199.0,4,"R. das Portas de Santo Antão 23, 1150-264 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1150-264,Lisboa,Pena
590,Marisqueira Azul - Time Out Market,seafood,3.9,216.0,1,"Av. 24 de Julho 49, 1200-479 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-479,Lisboa,Prazeres
591,Oyster & Margarita,seafood,4.8,114.0,1,"R. da Palmeira 28 C, 1200-313 Lisboa","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-313,Lisboa,Mercês
592,Cais na Preguiça,seafood,4.4,346.0,1,"Rua dos Bacalhoeiros 4C, 1100-070 Lisboa","['dine-in', 'curbside pickup', 'no delivery']",1,0,0,0,1,1,1100-070,Lisboa,Madalena
593,Peixola,seafood,4.6,472.0,2,"R. do Alecrim 35, 1200-014 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-014,Lisboa,Encarnação
594,Mar ao Carmo,seafood,4.4,603.0,3,"Largo do Carmo 21, 1200-092 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-092,Lisboa,Sacramento
595,To.B - To burger or not to burger,burger,4.4,1237.0,2,"R. Capelo 24, 1200-087 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-087,Lisboa,Mártires
596,Hamburguês,burger,4.1,1135.0,2,"Av. Alm. Reis 10, 1150-038 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1150-038,Lisboa,Anjos
597,A Burgueria Regional,burger,4.2,582.0,2,"R. Alexandre Herculano 17b, 1250-096 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1250-096,Lisboa,Santa Isabel
598,Hamburgueria do Bairro - São Bento,burger,4.2,748.0,2,"R. dos Industriais 9, 1200-109 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-109,Lisboa,São Paulo
599,Alfama Wine & Burgers,burger,4.2,123.0,2,"R. do Vigário 14, 1100-451 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-451,Lisboa,Santo Estevão
600,Santo Graal Burger & Grill,burger,4.6,487.0,2,"R. Ferreira Borges 47, 1350-126 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1350-126,Lisboa,Santa Isabel
601,Hamburgueria Portuguesa by farnel,burger,4.2,987.0,1,"Largo do Conde Barão 37, 1200-118 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-118,Lisboa,São Paulo
602,The Great American Disaster,burger,3.9,3128.0,2,"Praça Marquês de Pombal 1, 1250-021 Lisboa, Portugal","['dine-in', 'curbside pickup', 'delivery']",1,0,1,0,0,1,1250-021,Lisboa,Santa Isabel
603,Green Burger,burger,3.9,17.0,1,"Praça da Alegria 40, 1250-004 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no-contact delivery']",1,0,1,0,0,1,1250-004,Lisboa,São José
