,name,type,rating,review_count,price,address,label
362,Parreirinha de Alfama,fado,4.4,599.0,3.0,"Beco do Espírito Santo 1, 1100-222 Lisboa, Portugal","['Dine-in', 'No delivery']"
363,Horácio Trattoria - Gastronomia,cafe,4.6,161.0,,"Beco da Lapa 31, 1100-331 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
365,LUZ da ESTRELA,fast_food,3.9,14.0,,"R. da Bela Vista à Lapa 43, 1200-667 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
366,Valdo Gatti Pizza Bio,pizza,4.7,1205.0,2.0,"R. do Gremio Lusitano 13, 1200-211 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
367,Break,brunch,4.6,169.0,,"R. do Poço dos Negros 73, 1200-348 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
368,Spicy,africa_ME,4.3,489.0,1.0,"R. do Benformoso 203, 1100-085 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
369,Natraj Tandoori,indian_nepalese,4.4,607.0,2.0,"R. dos Sapateiros 171, 1100-577 Lisboa, Portugal","['Dine-in', 'Delivery']"
371,Bello Forno,pasta,4.1,152.0,,"Campo das Cebolas 50, 1100-070 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
378,Restaurante,bistro,5.0,11.0,,"R. Ataíde 4, 1200-273 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
379,Andorra,european,3.0,94.0,,"R. das Portas de Santo Antão 76, 1150-265 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
381,Nicolau Lisboa,brunch,4.3,3218.0,2.0,"R. de São Nicolau 17, 1100-547 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
382,Radhuni,africa_ME,3.7,163.0,,"R. do Benformoso 155 A B, 1100-084 Lisboa, Portugal","['Dine-in', 'Takeaway']"
383,Nui Sushi & Thai bar,asian,4.3,392.0,1.0,"R. Maria Andrade 64A, 1170-218 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
384,A Travessa do Fado (Museu do Fado),fado,4.2,210.0,2.0,"Largo do Chafariz de Dentro 1, 1100-172 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
385,Haweli Tandoori,indian_nepalese,4.5,318.0,2.0,"Tv. do Monte 14, 1170-255 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
386,The Botanical Den,bar,4.7,87.0,,"R. da Atalaia 153, 1200-039 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
387,Poké Bowls,south_america,3.9,172.0,,"R. Tierno Galvan 4, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway']"
388,Pizzeria Romana al Taglio,pizza,4.5,759.0,1.0,"Rua da Conceição 44, 1100-154 Lisboa, Portugal","['Dine-in', 'Drive-through', 'No-contact delivery']"
389,Hidden Chinese Restaurant,asian,4.2,948.0,1.0,"R. da Guia 9 1, 1100-132 Lisboa, Portugal","['Dine-in', 'Takeaway']"
390,TOPO MARTIM MONIZ,bar,4.3,2641.0,2.0,"Centro Comercial Martim Moniz 6 Esq, Praça Martim Moniz, 1100-341 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
392,Brunch Café,cafe,4.5,1077.0,2.0,"Rua da Alfândega 120, 1100-016 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
393,Moules & Beer,bar,4.3,856.0,2.0,"R. 4 de Infantaria 29D, 1350-266 Lisboa, Portugal",['nan']
394,Cafe de Rio - Gourmet Burgers,burger,3.8,9.0,,"R. Artilharia 1 16b, 1250-039 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
397,Neighbourhood Cafe Lisbon,cafe,4.7,211.0,,"Largo do Conde Barão 25, 1200-163 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No delivery']"
399,Franguinho do Príncipe,chicken,4.8,61.0,,"R. da Imprensa Nacional 116 B, 1250-127 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
400,Ao 26,veggie_healthy,4.6,1770.0,2.0,"R. Vítor Cordon 26, 1200-484 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
401,Vitaminas Garrett,fast_food,3.9,121.0,2.0,"R. Garrett 58, 1200-309 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
405,Delirium Café Lisboa,bar,4.5,2707.0,2.0,"Calçada Nova de São Francisco 2A, 1200-289 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
407,PappaRoti Portugal,africa_ME,4.2,72.0,,"R. Áurea 52, 1100-063 Lisboa, Portugal",['nan']
411,Copenhagen Coffee Lab & Bakery,cafe,4.3,806.0,2.0,"R. Nova da Piedade 10, 1200-192 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
413,Fábrica Coffee Roasters,cafe,4.4,1801.0,2.0,"R. das Portas de Santo Antão 136, 1150-269 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
414,Buna Specialty Coffee Shop,cafe,4.9,95.0,,"R. do Poço dos Negros 168, 1200-267 Lisboa, Portugal",['nan']
415,COMOBÁ,cafe,4.5,657.0,2.0,"Rua de S. Paulo 99, 1200-109 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
419,Banana Cafe,cafe,4.0,1422.0,2.0,"Av. da Liberdade 18, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
425,MELBOURNE coffeehouse,cafe,4.7,248.0,,"Rua do Possolo 52, 1350-250 Lisboa, Portugal","['Dine-in', 'Takeaway']"
427,Copenhagen Coffee Lab - Campo de Santa Clara,brunch,4.0,248.0,,"Campo de Santa Clara 136, 1100-474 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
432,Neighbourhood Cafe Lisboa,brunch,4.7,211.0,,"Largo do Conde Barão 25, 1200-163 Lisboa","['Dine-in', 'Curbside pickup', 'No delivery']"
433,Café da Garagem,cafe,4.4,345.0,2.0,"Costa do Castelo 75, 1100-178 Lisboa","['Dine-in', 'No delivery']"
435,Esplanada Cafe,cafe,3.6,478.0,2.0,"Jardim ""Esplanada, Praça do Príncipe Real, 1250-184 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
436,Chiado Caffe,cafe,4.5,602.0,1.0,"Rua do Loreto 45 47, 1200-471 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
437,Frutaria Cafe,cafe,4.4,705.0,2.0,"R. dos Fanqueiros 269, 1100-232 Lisboa","['Dine-in', 'Curbside pickup', 'No delivery']"
439,Fábrica da Nata - Pastéis de Nata,pastry,4.6,5480.0,1.0,"Praça dos Restauradores 62 -68, 1250-110 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
441,Di Marzano Café Vermuteria,brunch,4.7,219.0,2.0,"Largo Rafael Bordalo Pinheiro 32, 1200-369 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
443,Quase Café,cafe,4.6,703.0,2.0,"Rua do Salvador 32, 1100-465 Lisboa, Portugal","['Dine-in', 'Drive-through']"
445,Café Gelo,pastry,3.5,1191.0,2.0,"Praça Dom Pedro IV 64, 1100-200 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
447,Kafeine / Avenida da Liberdade,brunch,4.5,364.0,,"Food Court, Avenida da Liberdade 180, Tivoli Forum, Piso -1, 1250-146 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
458,Eléctrico Café,cafe,4.5,60.0,1.0,"R. Maria Andrade 60C, 1170-210 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
459,Guadalupe.,cafe,4.5,265.0,1.0,"Rua do Terreiro do Trigo 24, 1100-543 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
460,28 Café,cafe,3.8,461.0,2.0,"R. de Santa Cruz do Castelo 45, 1100-244 Lisboa","['Dine-in', 'Takeaway']"
463,A Padaria Portuguesa,pastry,3.9,812.0,1.0,"Largo da Graça 14, 1170-165 Lisboa",['nan']
464,Stanislav Café,cafe,4.5,630.0,,"1150, R. São José 182, Lisboa","['Dine-in', 'Takeaway']"
465,Fauna & Flora,brunch,4.6,1813.0,2.0,"Rua da Esperança 33, 1200-655 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
468,Charlot Alfama,brunch,4.6,52.0,,"R. Escolas Gerais 59A, 1100-218","['Dine-in', 'Curbside pickup', 'No delivery']"
469,Pão de Canela,brunch,4.1,980.0,2.0,"Praça das Flores 25 29, 1200-192 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
470,Mercearia Castello,pastry,4.4,139.0,1.0,"R. das Flores de Santa Cruz 2, 1100-129 Lisboa, Portugal","['Dine-in', 'No delivery']"
471,O Ninho - café brunch tapas,brunch,4.7,428.0,2.0,"R. São Cristóvão 17, 1100-514 Lisboa, Portugal","['Dine-in', 'No delivery']"
479,The Corner Cafe,european,4.8,45.0,,"R. Bernardim Ribeiro 21, 1150-068 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
480,Remi - Bistro Italiano 🍕 🍹 ☕🍰,bistro,4.6,256.0,2.0,"R. Gomes Freire 146 b, 1150-180 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
481,Red Cafe,cafe,4.0,88.0,,"R. da Vitória, 1100-571 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
485,Café 1890,cafe,2.4,46.0,,"R. das Portas de Santo Antão 96, 1150-269 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
493,KAYA - Coffee & Organic Hair Concept,veggie_healthy,5.0,94.0,,"R. de São Marçal 1 C, 1200-418 Lisboa, Portugal","['Dine-in', 'Takeaway']"
503,"Leitaria, Pastelaria Eneri",cafe,4.4,75.0,1.0,"R. Luz Soriano nº43, 1200-246 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
508,Cotidiano Lisboa,brunch,4.4,362.0,2.0,"R. do Crucifixo 2, 1100-183 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
513,Antikuario Cafe,cafe,4.9,136.0,,"R. São José 168, 1150-326 Lisboa, Portugal",['Dine-in']
514,Zappi,cafe,4.7,201.0,,"R. Santos-O-Velho 16 18, 1200-109 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
515,Madragoa Café,european,4.5,230.0,2.0,"Rua da Esperança 158, 1200-660 Lisboa, Portugal","['Dine-in', 'No delivery']"
517,Café Calçada Bistro,cafe,4.3,169.0,,"Calçada do Monte 62, 1170-108 Lisboa, Portugal",['nan']
518,Cafe Tofa,cafe,4.0,7.0,,"R Coreto 33, 1200-241 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
520,Casa dos Ovos Moles em Lisboa,pastry,4.6,67.0,,"Calçada do Sacramento 25, 1200-393 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
521,McDonald's,fast_food,4.0,5235.0,1.0,"Av. da República 10F, 1050-191 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
522,Burger King,fast_food,3.8,2679.0,1.0,"R. do Carmo 97, 1200-093 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
523,Dutch Treat Lisboa,fast_food,4.9,133.0,,"R. da Silva 11, 1200-337 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
524,SEASON EXPRESSIONS,chicken,5.0,21.0,,"R. da Rosa 19, 1200-381 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
526,McDonald's Rossio,fast_food,3.7,5444.0,1.0,"Praça Dom Pedro IV 81-83, 1100-202 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
527,Burger King Marquês Pombal,fast_food,3.9,4283.0,1.0,"Av. Fontes Pereira de Melo 6A, 1600-001 Lisboa, Portugal","['Dine-in', 'Drive-through', 'Delivery']"
528,LX Kebab House,fast_food,4.0,107.0,,"R. da Atalaia 9, 1200-036 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
529,Garden Burger,fast_food,4.1,73.0,,"Av. Eng. Duarte Pacheco, 1070-103 Lisboa, Portugal","['Dine-in', 'Takeaway']"
535,Casa das Bifanas,fast_food,3.9,1514.0,,"Praça da Figueira 7A, 1100-240 Lisboa, Portugal","['Dine-in', 'Takeaway']"
536,Rock Kebab,fast_food,3.7,25.0,,"Rua de S. Paulo 12A, 1200-048 Lisboa, Portugal","['Dine-in', 'Takeaway']"
538,Slow,fast_food,4.3,11.0,,"Av. Eng. Duarte Pacheco, 1070-103 Lisboa, Portugal","['Dine-in', 'Takeaway']"
539,Tuz Good Food,africa_ME,4.0,4.0,,"Av. Alm. Reis 40C, Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
541,As Bifanas do Afonso,fast_food,4.7,1308.0,1.0,"Portugal, R. da Madalena 146, 1100-340 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
543,Hamro Kebab,fast_food,4.0,25.0,,"Rua do Possolo 53, 1350-252 Lisboa, Portugal","['Dine-in', 'Takeaway']"
545,Casa Portuguesa do Pastel de Bacalhau,portuguese,4.2,7060.0,2.0,"R. Augusta 106, 1100-053 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
547,LX Dogs,fast_food,4.9,14.0,,"Praça da Figueira, 1100-241 Lisboa, Portugal","['Takeaway', 'No delivery']"
549,Dallas Burger Joint,burger,4.8,504.0,2.0,"Tv. Remolares 41, 1200-019 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
550,h3,burger,4.0,529.0,2.0,"Avenida Engenheiro Duarte Pacheco, 1070-103 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
551,Eats Delicate Foods,fast_food,3.6,8.0,,"Rua dos Bacalhoeiros 113, 1100-389 Lisboa, Portugal","['Dine-in', 'Takeaway']"
552,Kebabish PT,africa_ME,4.3,343.0,1.0,"R. da Palma 280, 1100-394 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
553,Bala,mexican,3.9,122.0,,"Av. Eng. Duarte Pacheco 15G, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
554,Hot Dog Lovers,fast_food,4.0,741.0,1.0,"Av. da Liberdade 238B, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
555,Hunger Station,africa_ME,4.6,12.0,,"R. da Atalaia 118, 1200-036 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
560,Empadaria,fast_food,3.0,1.0,,"Armazéns do Chiado, R. do Carmo 2, 1100-044 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
564,The Burger Factory,burger,4.2,822.0,2.0,"R. da Atalaia 4, 1200-169 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
566,Olla,fast_food,4.0,431.0,2.0,"R. Camilo Castelo Branco 20, 1050-089 Lisboa, Portugal","['Dine-in', 'Takeaway']"
568,Tandoori,indian_nepalese,4.6,46.0,,"Beco dos Surradores, 1100-555 Lisboa, Portugal","['Dine-in', 'Takeaway']"
570,Food Garden Grill,grill,4.1,344.0,1.0,"R. do Benformoso 115, 1100-083 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
571,Honorato Chiado,burger,4.2,2175.0,2.0,"Largo Rafael Bordalo Pinheiro 12, 1200-205 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
573,Nosh,burger,1.0,1.0,,"R. Serpa Pinto 15A, 1200-443 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
574,Miolo,brunch,4.9,161.0,,"Largo de Santa Cruz do Castelo 3, 1100-477 Lisboa, Portugal","['Dine-in', 'Takeaway']"
579,Restaurant International,european,3.0,147.0,2.0,"Largo do Carmo 16 17, 1200-092 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
581,Hua Ta Li Chinese Restaurant,asian,4.1,269.0,2.0,"R. da Palma, 1100-341 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
583,RoberTine,european,4.5,139.0,2.0,"R. das Taipas 65, 1250-092 Lisboa, Portugal",['nan']
584,Sushi dos Sá Morais,japanese,4.3,826.0,2.0,"R. Castilho 23B, 1250-069 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
585,Tabik Restaurant,bar,4.0,133.0,3.0,"Av. da Liberdade 29A, 1250-139 Lisboa, Portugal","['Dine-in', 'Takeaway']"
586,Sukhothai,asian,4.1,248.0,2.0,"R. da Atalaia 77, 1200-038 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
587,Cucina Avenida Liberdade,italian,3.8,32.0,,"Av. da Liberdade 180 D Loja 14, 1250-142 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
588,Rubro Avenida,european,4.3,722.0,2.0,"R. Rodrigues Sampaio 33 35, 1150-278 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
590,Guilty,veggie_healthy,4.0,1865.0,3.0,"R. Barata Salgueiro 28 A, 1250-044 Lisboa, Portugal","['Dine-in', 'Drive-through', 'Delivery']"
591,Topo Chiado,bar,4.2,1602.0,2.0,"Terraços do Carmo, Largo do Carmo, 1200-288 Lisboa, Portugal","['Dine-in', 'No delivery']"
592,Block House Amoreiras,grill,4.3,503.0,,"Av. Eng. Duarte Pacheco 1049 2044, 1070-103 Lisboa, Portugal","['Dine-in', 'Takeaway']"
595,Curva,brunch,4.7,155.0,2.0,"R. Damasceno Monteiro 108D, 1170-113 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
596,Tomato Garden Italian Restaurant,pasta,4.7,195.0,,"R. da Barroca 109, 1200-010 Lisboa, Portugal",['nan']
597,Azia Asian Restaurant,asian,4.5,291.0,2.0,"Rua de S. Paulo 136, 1200-429 Lisboa, Portugal",['Dine-in']
598,Marisqueira M,seafood,4.1,463.0,2.0,"R. do Norte 100, 1200-287 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
600,Restaurante Irriverente,pasta,4.1,149.0,,"Rua da Boavista 88, 1200-058 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
601,Restaurante Marco,portuguese,4.4,2582.0,2.0,"Largo Santos 14D, 1200-808 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
602,Noori Sushi,japanese,4.2,172.0,,"R. do Crucifixo 87, 1100-044 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
604,Leads Pizza,pizza,4.5,184.0,1.0,"R. Gen. Justiniano Padrel 17A, 1170-153 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
605,Portugália,fast_food,4.8,6.0,2.0,"R. do Carmo 120, 1100-044 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
606,Santa Marta Marisqueira,seafood,4.0,455.0,2.0,"Travessa do Enviado de Inglaterra, 1150-281 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
609,Jamie's Italian Lisboa,italian,4.2,3173.0,2.0,"Praça do Príncipe Real 28A, 1250-184 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
612,Turkish Kebab House,africa_ME,3.6,394.0,1.0,"Av. Alm. Reis 40A, 1150-019 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
619,Panda Cantina,japanese,4.6,939.0,1.0,"Rua da Prata 252, 1100-052 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
622,Manteigaria - Fábrica de Pastéis de Nata,pastry,4.8,5420.0,1.0,"Rua do Loreto 2, 1200-108 Lisboa","['Takeaway', 'Delivery', 'No dine-in']"
623,Confeitaria Nacional,pastry,4.2,3289.0,2.0,"Praça da Figueira 18B, 1100-241 Lisboa","['Dine-in', 'Curbside pickup', 'Delivery']"
624,Pastelaria Santo António (castelo São Jorge),pastry,4.7,987.0,1.0,"R. do Milagre de Santo António N.10, 1100-351 Lisboa","['Dine-in', 'Takeaway']"
629,Alcôa,pastry,4.4,885.0,2.0,"R. Garrett 37, 1200-203 Lisboa, Portugal",['Takeaway']
632,Fábrica da Nata (Rua Augusta),pastry,4.6,1808.0,1.0,"R. Augusta nº 275 A, 1100-052 Lisboa, Portugal","['Dine-in', 'Takeaway']"
635,Ferrary,pastry,2.8,549.0,,"R. Augusta 189, 1100-050 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
639,Confeitaria Marquês de Pombal,pastry,4.2,1148.0,2.0,"Av. da Liberdade 244 B, 1250-149 Lisboa, Portugal","['Dine-in', 'Takeaway']"
641,Pastelaria 1800,pastry,4.3,450.0,1.0,"Largo do Rato 7, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway']"
642,Pastelaria Flor do Mundo,pastry,4.3,367.0,1.0,"R. da Misericórdia 87, 1200-284 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
645,Pastelaria Benard,pastry,3.8,598.0,2.0,"R. Garrett 104, 1200-205 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
646,A Tentação,pastry,4.0,235.0,1.0,"Praça da Figueira 12, 1100-241 Lisboa, Portugal","['Dine-in', 'Takeaway']"
648,PAUL - Rua Augusta,pastry,4.1,651.0,2.0,"R. Augusta 142, 1100-054 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
650,Pâtisserie Dacquoise,pastry,4.5,283.0,2.0,"R. Tomás da Anunciação 109A, 1350-325 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
652,Cantinho da sé,pastry,3.1,135.0,,"Largo Santo António da Sé 11, 1100-404 Lisboa, Portugal","['Takeaway', 'No delivery']"
655,Saga,pastry,4.4,830.0,2.0,"Largo da Graça 135, 1170-165 Lisboa, Portugal","['Dine-in', 'Takeaway']"
656,Pau de Canela,pastry,4.1,619.0,2.0,"R. da Vitória 57, 1100-170 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
657,Pastelaria Orion,pastry,4.2,438.0,1.0,"Calçada do Combro 1, 1200-086 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
658,Padaria de São Roque,pastry,4.3,577.0,1.0,"R. Dom Pedro V 57, 1250-092 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
660,A Pousadinha (Cais Sodré) - Doçaria Conventual,pastry,4.6,26.0,,"Rua de S. Paulo 188, 1200-275 Lisboa","['Dine-in', 'Takeaway']"
662,Centro Ideal da Graça,pastry,4.4,301.0,1.0,"Largo da Graça 6, 1170-364 Lisboa, Portugal","['Dine-in', 'Takeaway']"
663,Baga,pastry,4.1,96.0,1.0,"Largo da Graça, 1170-165 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
669,L'Éclair,pastry,4.8,22.0,,"R. Ribeira Nova 50, 1200-425 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
672,Portela,cafe,4.3,127.0,2.0,"Rua da Graça 164, 1170-364 Lisboa, Portugal","['Dine-in', 'Delivery']"
675,Pastelaria Camões,brunch,4.4,180.0,1.0,"Rua do Loreto 63 65, 1200-241 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
676,Leitaria Lisboa,brunch,4.2,846.0,2.0,"R. Artilharia 1 87A, 1070-012 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
677,Tease,cafe,4.4,716.0,2.0,"R. Quintinha 70B, 1200-420 Lisboa, Portugal","['Dine-in', 'Takeaway']"
682,Doce Real,pastry,4.5,119.0,1.0,"Portugal, R. Dom Pedro V 119, 1250-096 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
689,Balcão do Marquês,pastry,4.2,391.0,1.0,"113 ao 119, Av. Duque de Loulé, 1050-089 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
695,Pastelaria Continental Lda,pastry,4.3,133.0,1.0,"R. da Palma 187, 1100-087 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
698,Vontadinhas,pastry,4.1,107.0,,"R. Castilho 75A, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway']"
710,Tebas,pastry,4.2,381.0,1.0,"R. Heliodoro Salgado 2A, 1170-174 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
725,Leitaria Baiana,brunch,4.1,364.0,,"61,, Av. da Liberdade 59, Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
727,Leitaria Anita,cafe,4.5,27.0,,"Rua do Salvador 46, 1100-466 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
730,Bomercado,veggie_healthy,4.7,122.0,,"R. dos Cavaleiros 10, 1100-132 Lisboa, Portugal","['In-store shopping', 'Curbside pickup', 'Delivery']"
732,Brick Café Lisboa,brunch,4.4,1647.0,2.0,"Rua de Moçambique 2, 1170-245 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
741,Hard Rock Cafe,grill,4.4,14763.0,2.0,"Av. da Liberdade 2, 1250-144 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
747,Nicola,cafe,3.5,1627.0,2.0,"Praça Dom Pedro IV 24, 1100-200 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
748,Tazza in Giro,italian,4.7,138.0,,"Campo de Santa Clara 138 139, 1100-474 Lisboa","['Dine-in', 'Curbside pickup', 'Delivery']"
749,Mercearia da Mila,brunch,4.6,321.0,2.0,"R. Santos-O-Velho 38, 1200-812 Lisboa","['Dine-in', 'Curbside pickup', 'Delivery']"
750,Delidelux Avenida,brunch,4.1,340.0,2.0,"R. Alexandre Herculano 15A, 1250-096 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
755,Groove Bar,bar,4.5,299.0,2.0,"R. da Rosa 148, 1200-211 Lisboa, Portugal","['Dine-in', 'No delivery']"
787,Monkey Mash,bar,4.5,210.0,,"Praça da Alegria 66, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
793,Foxtrot,bar,4.6,1902.0,2.0,"Tv. Santa Teresa 28, 1200-405 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
798,Duque Brewpub,bar,4.6,539.0,2.0,"Calçada do Duque 51, 1200-156 Lisboa, Portugal","['Dine-in', 'No delivery']"
824,Antiga Wine Bar,bar,4.7,175.0,2.0,"de à, R. Santo António da Sé 10, 1100-500 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
825,Shelter Bar Lisboa,bar,4.3,134.0,1.0,"R. da Palmeira 43 A, 1200-312 Lisboa, Portugal","['Dine-in', 'No delivery']"
831,Camone Bar,bar,4.6,119.0,1.0,"R. da Atalaia 29, 1200-036 Lisboa, Portugal","['Dine-in', 'No delivery']"
832,Spot Lisboa,bar,4.2,280.0,2.0,"R. Nova do Almada 14, 1200-289 Lisboa, Portugal","['Dine-in', 'No delivery']"
838,Ritz Bar,bar,4.5,34.0,,"R. Rodrigo da Fonseca 88, 1099-039 Lisboa, Portugal","['Dine-in', 'No delivery']"
852,Snob Bar,bar,4.5,66.0,,"Rua de O Século 178, 1200-437 Lisboa, Portugal","['Dine-in', 'No delivery']"
853,Água De Beber,bar,4.5,570.0,1.0,"R. Poiais de São Bento 73, 1200-346 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
859,Tapas Bar 52,european,3.8,1655.0,2.0,"R. Dom Pedro V 52, 1250-092 Lisboa, Portugal","['Dine-in', 'No delivery']"
862,Grau Douro Tapas & Wine Bar,european,4.9,300.0,,"R. Duques de Bragança 5M, 1200-162 Lisboa, Portugal","['Dine-in', 'Takeaway']"
