,name,type,rating,review_count,price,address,label
113,Eating Bear,european,4.5,396.0,2.0,"R. da Madalena 62/64, 1100-404 Lisboa, Portugal","['Dine-in', 'Takeaway']"
116,CARMO TABERNA PORTUGUESA E WINE BAR,bar,4.4,63.0,,"R. da Barroca 70, 1200-000 Lisboa, Portugal","['Dine-in', 'No delivery']"
117,A Loja do Sr. Rocha,cafe,4.6,145.0,1.0,"Calçada da Estrela 68, 1200-667 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
118,Grapes & Bites - Hostel and Wines,european,4.4,643.0,,"R. do Norte 85, 1200-284 Lisboa, Portugal",['Dine-in']
121,O Canastro,portuguese,4.3,130.0,,"Calçada Santana 49, 1150-320 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
125,Restaurante Bota Alta,portuguese,4.2,618.0,2.0,"Tv. da Queimada 37, 1200-364 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
126,Vegan Junkies,veggie_healthy,4.7,396.0,2.0,"R. Luciano Cordeiro 28, 1150-300 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
128,The George,bar,4.3,1714.0,2.0,"R. do Crucifixo 58 66, 1100-184 Lisboa, Portugal","['Dine-in', 'No delivery']"
130,Pizzaria Luzzo,pizza,4.4,1384.0,2.0,"R. de Santa Marta 37A C, 1150-005 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
134,Wel Well Center,brunch,5.0,16.0,,"R. Marcos Portugal 18A, 1200-258 Lisboa, Portugal","['Dine-in', 'Takeaway']"
138,Manny's Place Lisbon,european,5.0,1.0,,"R. da Barroca 92, 1200-190 Lisboa, Portugal","['Dine-in', 'Takeaway']"
141,BellaPasta,pasta,3.3,182.0,,"R. Augusta 278, 1100-202 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
143,Santa Lisboa,portuguese,4.1,9.0,,"R. de São João da Praça 103, 1100-585 Lisboa, Portugal",['Dine-in']
144,Moma,grill,3.2,442.0,2.0,"R. dos Correeiros 16, 1100-166 Lisboa, Portugal","['Dine-in', 'Takeaway']"
148,Taco Locoo,south_america,4.7,332.0,,"Rua do Conde de Redondo 119A, 1150-294 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
149,Boa-Bao,asian,4.4,3621.0,3.0,"Largo Rafael Bordalo Pinheiro 30, 1200-369 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
152,Bistro 100 Maneiras,european,4.4,1457.0,3.0,"Largo da Trindade 9, 1200-466 Lisboa, Portugal",['nan']
153,Varanda Restaurant,portuguese,4.5,90.0,,"R. Rodrigo da Fonseca 88, 1099-039 Lisboa, Portugal","['Dine-in', 'No takeaway']"
154,Pesca,seafood,4.6,187.0,,"R. da Escola Politécnica 27, 1250-099 Lisboa, Portugal",['nan']
156,Trinca,mexican,4.8,195.0,,"Rua dos Anjos 59C, 1150-034 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
157,Kerala,indian_nepalese,4.8,459.0,2.0,"R. Passos Manuel 14, 1150-260 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
158,Focaccia in Giro,veggie_healthy,4.6,277.0,1.0,"Campo de Santa Clara 141, 1100-474 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
159,Li28oa,european,4.8,199.0,,"R. Cegos 6, 1100-466 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
160,Royal Spice Restaurante,chicken,4.6,386.0,1.0,"Rua do Conde de Redondo 127, 1150-104 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
161,Flor da Laranja,africa_ME,4.6,294.0,2.0,"R. da Rosa 206, 1200-348 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
162,Afuri,japanese,4.4,525.0,2.0,"R. Paiva de Andrade 7 13, 1200-310 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
163,Paladarium,mediterranean,4.6,374.0,,"Largo Chão do Loureiro 3, 1100-145 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
164,Gurkha Restaurant & Bar (São Bento),indian_nepalese,4.5,438.0,2.0,"R. de São Bento 318, 1200-817 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
165,Casanostra,italian,4.5,476.0,2.0,"Tv. do Poço da Cidade 60, 1200-334 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
166,Paralelo 45,european,4.5,261.0,2.0,"R. Castilho 27B, 1250-067 Lisboa, Portugal","['Dine-in', 'No delivery']"
167,Manifest Lisbon,brunch,4.7,700.0,2.0,"Rua da Sociedade Farmacêutica 31, 1150-103 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
168,Via Graça,mediterranean,4.5,549.0,3.0,"R. Damasceno Monteiro 9 b, 1170-108 Lisboa, Portugal","['Dine-in', 'No delivery']"
169,Eight - The Health Lounge,veggie_healthy,4.7,1445.0,,"Praça da Figueira 12A, 1100-241 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
170,Alfama Doce,pastry,4.7,597.0,1.0,"R. da Regueira 39, 1100-219 Lisboa, Portugal","['Dine-in', 'Takeaway']"
171,Chutnify Principe Real,veggie_healthy,4.4,480.0,2.0,"Travessa da Palmeira 44, 1200-311 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
173,Baixamar - Mariscos e Petiscos,seafood,4.5,558.0,2.0,"Rua dos Bacalhoeiros 28 B, 1100-071 Lisboa, Portugal","['Dine-in', 'Takeaway']"
175,Cervejaria Liberdade,portuguese,4.5,207.0,,"Tivoli, Av. da Liberdade 185, 1269-050 Lisboa, Portugal","['Dine-in', 'No delivery']"
176,Krua Thai,asian,4.8,82.0,,"R. das Farinhas 8, 1100-179 Lisboa, Portugal","['Takeaway', 'Delivery', 'No dine-in']"
178,Instant Crunch,european,4.8,222.0,2.0,"R. da Mãe de Água 9, 1250-154 Lisboa, Portugal","['Dine-in', 'Delivery']"
180,Santelmo,european,4.8,697.0,2.0,"R. do Poço dos Negros 188, 1200-425 Lisboa, Portugal","['Dine-in', 'Drive-through', 'No-contact delivery']"
181,The Food Temple,veggie_healthy,4.5,752.0,2.0,"Beco do Jasmim 18, 1100-289 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
182,A Obra,european,4.7,338.0,,"R. da Silva 21, 1200-446 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
184,As Velhas,portuguese,4.5,440.0,2.0,"R. da Conceição da Glória 21, 1250-079 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
185,The Decadente,bar,4.2,1420.0,2.0,"R. de São Pedro de Alcântara 81, 1250-238 Lisboa, Portugal",['Dine-in']
186,Il Covo,pasta,4.6,229.0,2.0,"R. do Cura 3A, 1200-644 Lisboa, Portugal",['nan']
187,Altar,pasta,4.6,257.0,,"Largo Rodrigues de Freitas 21, 1100-495 Lisboa, Portugal","['Dine-in', 'Takeaway']"
188,Il Basilico Lisboa,bistro,4.4,171.0,2.0,"R. Duque de Palmela 32, 1250-098 Lisboa, Portugal","['Dine-in', 'Takeaway']"
189,Café de São Bento,cafe,4.6,672.0,3.0,"R. de São Bento 212, 1200-821 Lisboa, Portugal","['Dine-in', 'No delivery']"
190,O Arco,portuguese,4.5,657.0,2.0,"R. dos Sapateiros 161 163, 1100-577 Lisboa, Portugal","['Dine-in', 'Takeaway']"
191,Lisboa Tu e Eu 2,chicken,4.7,556.0,2.0,"Escadinhas das Portas do Mar 4, 1100-119 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
192,Oficina do Duque,chicken,4.6,1446.0,,"Calçada do Duque 43 A, 1200-155 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
194,Palácio Chiado,bar,4.5,2692.0,2.0,"R. do Alecrim 70, 1200-018 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
195,A Cultura do Hambúrguer,burger,4.7,3224.0,1.0,"R. da Atalaia 57, 1200-043 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
198,Lumi - Restaurante & Bar,bar,4.5,264.0,,"R. de São Pedro de Alcântara 35, 1250-237 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
199,Restaurante 100 Maneiras,bistro,4.7,224.0,4.0,"R. do Teixeira 39, 1200-459 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
201,Penalva Da Graça,seafood,4.5,571.0,1.0,"Rua da Graça 26, 1170-170 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
203,Khayyam Persian restaurant,mediterranean,4.5,156.0,,"R. do Jasmim 16, 1200-228 Lisboa, Portugal","['Dine-in', 'Drive-through', 'Delivery']"
204,Lost In,bar,4.3,2333.0,2.0,"R. Dom Pedro V Nº56-D, 1250-094 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
205,Ghoroa,africa_ME,4.4,595.0,1.0,"Tv. do Benformoso 2, 1100-087 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
206,Simplesmente Pizza Bar,pizza,4.5,398.0,2.0,"R. da Atalaia nº108, 1200-043 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
207,O Trigueirinho,grill,4.6,1034.0,1.0,"Largo dos Trigueiros 17, 1100-611 Lisboa, Portugal","['Dine-in', 'Takeaway']"
208,Taberna Albricoque,mediterranean,4.6,203.0,,"R. Caminhos de Ferro nº98, 1100-395 Lisboa, Portugal","['Dine-in', 'No delivery']"
209,"Yakuza by Olivier, Lisboa",japanese,4.7,960.0,,"Hotel Avani, R. Júlio César Machado 7, 1250-135 Lisboa, Portugal","['Dine-in', 'Drive-through', 'Delivery']"
210,A Parreirinha do Paraíso,european,4.6,507.0,1.0,"Rua do Paraíso 40C, 1100-395 Lisboa, Portugal","['Dine-in', 'Takeaway']"
211,O Trevo,portuguese,4.4,1077.0,1.0,"Praça Luís de Camões 48, 1200-283 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
212,Blue Restaurant & Bar,bar,4.5,79.0,,"R. Barata Salgueiro 55, 1250-189 Lisboa, Portugal",['nan']
213,Sabor a Lisboa,portuguese,4.4,711.0,1.0,"R. de Santa Marta 18C, 1150-295 Lisboa, Portugal","['Dine-in', 'Takeaway']"
214,Restaurante Rodas,mediterranean,4.4,1173.0,1.0,"Largo do Rato 10A, 1250-186 Lisboa, Portugal","['Dine-in', 'Takeaway']"
215,"Maria Limão Brunch, Crepes, Limonadas Lisboa",brunch,4.5,417.0,1.0,"Rua da Graça 127, 1170-168 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
216,K.O.B,grill,4.5,892.0,3.0,"R. do Salitre 169, 1250-043 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
217,Zazah,mediterranean,4.4,412.0,,"R. de São Marçal 111, 1200-420 Lisboa, Portugal",['Dine-in']
218,Gin Lovers Bar & Restaurant,bar,4.6,746.0,3.0,"Praça do Príncipe Real 26, 1250-184 Lisboa, Portugal",['Dine-in']
220,Armaha Restaurant,portuguese,4.5,327.0,,"Travessa da Água da Flor 7A, 1200-011 Lisboa, Portugal","['Dine-in', 'Drive-through', 'No-contact delivery']"
221,bōmau,fast_food,4.7,111.0,,"R. Alexandre Herculano 61, 1250-012 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
222,Vicente,grill,4.4,653.0,2.0,"Rua das Flores 6, 1200-195 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
223,India gate,africa_ME,4.5,550.0,1.0,"Rua da Padaria 18, 1100-389 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
225,VDB Bistronomie,bistro,4.6,202.0,,"R. Canastras 8, 1100-112 Lisboa, Portugal","['Dine-in', 'Takeaway']"
227,InkFarmFood - Organic food & juices. Israeli Cuisine,veggie_healthy,4.7,290.0,,"R. Mal. Saldanha 6, 1200-109 Lisboa, Portugal",['nan']
228,Spice Hut Tandoori,indian_nepalese,4.6,351.0,,"R. do Benformoso 270, 1100-087 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
229,Kaffeehaus,european,4.4,1225.0,2.0,"R. Anchieta 3, 1200-023 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
230,Atalho Real,grill,4.5,2830.0,2.0,"Calçada da Patriarcal 40, 1250-182 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
231,Restaurante XL,grill,4.5,178.0,3.0,"Calçada da Estrela 57, 1200-661 Lisboa, Portugal",['nan']
233,PSI,veggie_healthy,4.5,1669.0,2.0,"Alameda Santo António dos Capuchos, 1150-314 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
234,Tapa Bucho,european,4.5,792.0,2.0,"R. do Diário de Notícias 124, 1200-141 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
235,OMONNI FRIED CHICKEN,chicken,4.8,56.0,,"Tv. da Espera 38, 1200-283 Lisboa, Portugal",['nan']
236,Unique Sushi Lab,japanese,4.4,486.0,2.0,"Travessa do Enviado de Inglaterra 9, 1150-297 Lisboa, Portugal","['Dine-in', 'Delivery']"
237,Princesa do Castelo,veggie_healthy,4.4,508.0,2.0,"Rua do Salvador 64A, 1100-466 Lisboa, Portugal","['Dine-in', 'Takeaway']"
238,JNcQUOI Asia,asian,4.6,903.0,4.0,"Av. da Liberdade 144, 1250-146 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
239,RD's Restaurante and cafe,indian_nepalese,4.7,240.0,1.0,"R. Natália Correia 6B, 1170-270 Lisboa, Portugal","['Dine-in', 'Drive-through']"
240,Taberna - Bairro do Avillez,mediterranean,4.3,362.0,2.0,"R. Nova da Trindade 18, 1200-303 Lisboa, Portugal","['Dine-in', 'Curbside pickup']"
241,Pizzaria Lisboa,pizza,4.4,1152.0,2.0,"R. Nova da Trindade 18, 1200-235 Lisboa, Portugal","['Dine-in', 'Takeaway']"
242,Verde Minho,grill,4.6,536.0,1.0,"Calçada Santana 17, 1150-169 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
244,BBQ Tonight,africa_ME,4.6,297.0,,"R. dos Fanqueiros 203, 1100-229 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
245,Restaurant Mar ao Largo,grill,4.2,291.0,2.0,"Largo Rafael Bordalo Pinheiro n 28, 1200-369 Lisboa, Portugal","['Dine-in', 'No delivery']"
246,Jardim dos Sentidos,veggie_healthy,4.5,1525.0,2.0,"R. da Mãe de Água 3, 1250-154 Lisboa, Portugal",['nan']
247,Petiscaria Ideal,portuguese,4.3,286.0,2.0,"Rua da Esperança 100, 1200-000 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
248,Chapitô à Mesa,grill,4.2,3186.0,2.0,"Costa do Castelo 7, 1149-079 Lisboa, Portugal","['Dine-in', 'No delivery']"
249,Bengal Tandoori - Restaurante Indiano Lisbon,indian_nepalese,4.3,641.0,2.0,"Rua da Alegria 23, 1250-005 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
251,#Treestory,africa_ME,4.6,575.0,2.0,"R. Luciano Cordeiro 46A, 1150-069 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
252,Rossio Gastrobar,bar,4.5,228.0,,"R. 1º de Dezembro 118, 1200-360 Lisboa, Portugal","['Dine-in', 'No delivery']"
253,O Sopinhas,chicken,4.2,555.0,1.0,"R. da Madalena 50 R/C, 1100-321 Lisboa, Portugal","['Dine-in', 'Takeaway']"
255,Gandhi Palace,italian,4.3,936.0,2.0,"Rua Douradores Loja 167-169-171, 173, 1100-205 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
256,Dama E Vagabundo,pasta,4.3,709.0,,"Rua da Betesga 1, 1100-202 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
257,Frangasqueira Nacional,chicken,4.4,994.0,1.0,"Tv. Monte do Carmo 19, 1200-276 Lisboa, Portugal","['Dine-in', 'Takeaway']"
258,Populi By Terra Nova,mediterranean,3.9,603.0,2.0,"Praça do Comércio, 1100-148 Lisboa, Portugal",['Dine-in']
259,Leão d'Ouro,portuguese,4.0,1802.0,1.0,"R. 1º de Dezembro 105, 1200-090 Lisboa, Portugal","['Dine-in', 'Takeaway']"
260,Restaurante A Gina,mediterranean,4.2,1775.0,2.0,"Parque Mayer, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
261,1º de Maio,portuguese,4.4,389.0,2.0,"R. da Atalaia 8, 1200-086 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
264,Tasca do Francês,bistro,4.4,180.0,,"Rua da Cruz dos Poiais 89, 1200-136 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
265,Piri-Piri,chicken,3.7,333.0,,"R. do Arco do Marquês de Alegrete 9, 1100-034 Lisboa, Portugal","['Dine-in', 'Takeaway']"
266,Bonjardim,chicken,4.0,2299.0,2.0,"Tv. de Santo Antão 11, 1150-312 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
267,Tapas n' Friends Sé,european,4.1,316.0,2.0,"Cruzes da Sé 25, 1100-585 Lisboa, Portugal","['Dine-in', 'Takeaway']"
268,"Gruta Camoes, Mario",seafood,4.0,197.0,1.0,"R. da Misericórdia 55, 1200-283 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
269,Can the Can Lisboa,seafood,3.4,577.0,2.0,"Praça do Comércio 82 83, 1100-148 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
270,A Muralha Tasca Típica Lisboa,seafood,4.4,813.0,1.0,"R. Jardim do Tabaco 112, 1100-139 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
271,Prima Pasta,pasta,4.2,567.0,2.0,"R. da Madalena, 1100-318 Lisboa, Portugal","['Dine-in', 'Takeaway']"
272,Food Corner Marlene Vieira,portuguese,4.2,371.0,2.0,"Time Out Market, Av. 24 de Julho, 1200-479 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
273,BarAlto,bar,4.3,219.0,,"R. do Diário de Notícias 31, 1200-141 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
275,Allfama Portuguese Cuisine,portuguese,4.1,482.0,,"Rua do Paraíso 112, 1100-445 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
277,Figus,burger,4.2,858.0,2.0,"Praça da Figueira 17, 1100-241 Lisboa","['Dine-in', 'Takeaway']"
278,Allfama Too,chicken,4.0,253.0,,"Largo de São Rafael 2, 1100-117 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
279,Restaurante IL Carpaccio,pasta,2.6,109.0,,"R. dos Correeiros 153, 1100-619 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
280,Café Buenos Aires,south_america,4.3,799.0,3.0,"Calçada do Duque 31B, 1200-155 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
281,Casanova,pizza,4.5,2936.0,2.0,"Av. Infante Dom Henrique Loja 7, 1900-264 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
282,3 Amigos,mexican,4.4,163.0,,"R. do Telhal 89D, 1150-150 Lisboa","['Dine-in', 'Takeaway']"
283,Santa Clara dos Cogumelos,veggie_healthy,4.7,641.0,2.0,"Mercado de Santa Clara, Campo de Santa Clara, 1100-472 Lisboa","['Dine-in', 'No delivery']"
286,Taste of Pakistan,africa_ME,4.4,264.0,1.0,"R. de São Pedro Mártir 46, 1100-528 Lisboa","['Dine-in', 'Takeaway']"
287,Tavares,european,4.3,98.0,4.0,"R. da Misericórdia 37 R/C, 1200-270 Lisboa",['nan']
289,Solar 31 da Calçada,seafood,4.5,1297.0,2.0,"Calçada Garcia 31, 1150-169 Lisboa","['Dine-in', 'Takeaway', 'No-contact delivery']"
291,New Himalaia,indian_nepalese,4.3,559.0,1.0,"R. São José 105, 1150-322 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
293,In Bocca Al Lupo,pizza,4.3,528.0,2.0,"R. Manuel Bernardes 5, 1200-009 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
295,Sacramento do Chiado,portuguese,4.4,1587.0,2.0,"Calçada do Sacramento 40 a 46, 1200-394 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
296,O Carvoeiro,burger,4.1,335.0,2.0,"Calçada de São Vicente 70, 1100-608 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
297,Bem-Haja Lisboa,portuguese,4.2,213.0,2.0,"R. Marcos Portugal 3, 1200-246 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
298,BouBou's,mediterranean,4.5,317.0,,"R. Monte Olivete 32A, 1200-280 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No delivery']"
301,Esperança,italian,4.3,289.0,2.0,"R. do Norte 95, 1200-284 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
302,Restaurante Grill D. Fernando,grill,4.4,21.0,,"R. Castilho 11, 1250-072 Lisboa","['Dine-in', 'No delivery']"
306,Cais da Pedra,burger,4.1,812.0,2.0,"Armazem B, loja 9, Av. Infante Dom Henrique, 1900-264 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
308,Pastaria,pasta,4.9,218.0,2.0,"Largo Santa Bárbara 8f, 1150-287 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
309,Cantinho do Aziz,africa_ME,4.1,2269.0,2.0,"R. de São Lourenço 5, 1100-530 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
310,O Chefe e o Mar,seafood,4.5,189.0,,"R. Convento da Encarnação 1, 1150-169 Lisboa, Portugal","['Dine-in', 'Takeaway']"
311,Cafeh Tehran,mediterranean,4.6,443.0,2.0,"Praça das Flores 40, 1200-192 Lisboa, Portugal",['nan']
312,Tambarina,africa_ME,4.3,349.0,1.0,"R. do Poço dos Negros 94, 1200-109 Lisboa, Portugal","['Dine-in', 'Takeaway']"
313,Madragoa Vinhos e Petiscos,european,4.1,115.0,2.0,"Rua da Esperança 156, 1200-656 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
314,Alto do Bairro,european,4.8,59.0,,"Tv. Mercês n 6 A, 1200-268 Lisboa, Portugal",['nan']
315,Audrey´s,cafe,4.4,549.0,2.0,"R. de Santiago 13, 1100-494 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
316,Noobai - Rooftop Bar e Restaurante,bar,4.3,2439.0,2.0,"Miradouro de Santa Catarina (Adamastor, 1200-401 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
317,Ganesha Palace,indian_nepalese,4.3,546.0,2.0,"Av. Álvares Cabral 48, 1250-018 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
319,Eat Pray Love Lisboa,asian,4.4,54.0,2.0,"Tv. do Carvalho 29, 1200-097 Lisboa","['Dine-in', 'Takeaway']"
320,O FAIA,fado,4.5,617.0,2.0,"R. da Barroca 54 56, 1200-050 Lisboa","['Dine-in', 'No takeaway', 'No delivery']"
321,Sr. Fado,fado,4.4,424.0,2.0,"R. dos Remédios 176, 1100-304 Lisboa","['Dine-in', 'No delivery']"
322,Avenida SushiCafé,japanese,4.4,656.0,3.0,"R. Barata Salgueiro 28, 1250-044 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
325,Pizza Alif Kebab,africa_ME,4.5,666.0,,"R. Barros Queirós 6, 1100-077 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
326,Trobadores - Taberna Medieval,bar,4.4,1184.0,2.0,"R. de São Julião nº27, 1100-524 Lisboa","['Dine-in', 'Takeaway']"
327,French Arth,veggie_healthy,4.6,283.0,2.0,"R. de São Bento 30, 1200-819 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
328,Clube de Fado - Fado & Food Group,fado,4.2,1200.0,3.0,"R. de São João da Praça 86, 1100-135 Lisboa","['Dine-in', 'No takeaway', 'No delivery']"
330,Best kebab & Pizza house,fast_food,4.4,249.0,,"R. da Atalaia 56, 1200-042 Lisboa","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
333,Tasca da Esquina,european,4.3,757.0,3.0,"R. Domingos Sequeira 41C, 1350-119 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
334,Guacamole,mexican,4.1,1146.0,2.0,"R. Moeda 2, 1200-275 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
335,Tapas Bar 47,european,3.8,342.0,2.0,"R. do Alecrim 47, 1200-015 Lisboa, Portugal",['nan']
336,Restaurante Casa da Índia,chicken,4.2,1897.0,,"Rua do Loreto 49 51, 1200-471 Lisboa, Portugal","['Dine-in', 'Takeaway']"
338,O Bitoque da Mouraria,grill,4.3,59.0,,"R. das Olarias, 1100-380 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
339,Ikigai Japanese Restaurant,japanese,4.8,45.0,,"R. Rosa Araújo 35, 1250-098 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
341,Caxemira,indian_nepalese,4.5,425.0,2.0,"R. Condes de Monsanto 4, 1100-159 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
342,Dhaka restaurant,africa_ME,3.8,254.0,1.0,"R. do Benformoso 220, 1100-395 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
344,Hard Rock Cafe Lisbon,cafe,4.4,14763.0,2.0,"Av. da Liberdade 2, 1250-144 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
345,O Botanista / Orteá Vegan Collective,veggie_healthy,4.6,948.0,2.0,"Rua Dom Luís I 19, 1200-109 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
346,Fumeiro de Santa Catarina,south_america,4.6,325.0,2.0,"Tv. Alcaide 4C, 1200-013 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
347,Pinóquio,seafood,4.1,2260.0,2.0,"R. de Santa Justa 54, 1100-485 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
348,Tamarind,veggie_healthy,4.2,401.0,2.0,"Rua da Glória 43, 1250-115 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
351,Sol e Pesca,seafood,4.3,1066.0,1.0,"R. Nova do Carvalho 44, 1200-019 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
352,S,european,4.2,332.0,2.0,"R. São Filipe Neri 14, 1250-227 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
353,Solar 31 - Peixe e Marisco,seafood,4.7,38.0,,"Calçada Santana 1, 1150-169 Lisboa","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
354,Caso Sério,portuguese,4.3,397.0,1.0,"Cruzes da Sé 5, 1100-192 Lisboa","['Dine-in', 'No takeaway']"
356,Han - Table Barbecue,grill,4.6,400.0,1.0,"R. Gomes Freire 11B, 1150-119 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
360,Jesus é Goês,mediterranean,4.4,511.0,2.0,"R. São José 23, 1150-352 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
361,Jardim das Cerejas,veggie_healthy,4.5,1246.0,1.0,"Calçada do Sacramento 36, 1200-394 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
