,restaurant_name,restaurant_category
0,New Himalaia,chicken
0,Canto da vila,chicken
0,Natraj Tandoori,chicken
0,Tamarind,chicken
0,Flor da Laranja,chicken
0,Madragoa Vinhos e Petiscos,chicken
0,SUN TAN,chicken
0,Fumeiro de Santa Catarina,chicken
0,Boa-Bao,chicken
0,Charcoal Grill,chicken
0,Stanislav Café,chicken
0,O Prego,chicken
0,Vitaminas Garrett,chicken
0,Allfama Too,chicken
0,Gandhi Palace,chicken
0,Food Garden Grill,chicken
0,Sacramento do Chiado,chicken
0,Lisbon cafe & kebab house,chicken
0,Carmo,chicken
0,Crafty Corner,chicken
0,Season,chicken
0,Nolita Lisboa,chicken
0,Gurkha Restaurant & Bar (São Bento),chicken
0,Roda Viva,chicken
0,Everest Montanha,chicken
0,Quase Café,chicken
0,Nood,chicken
0,The George,chicken
0,Cinnamon Restaurante Indiano,chicken
0,Dixy chicken PT,chicken
0,Cafeh Tehran,chicken
0,Lost In,chicken
0,The Grill Club kabab-Grill Restaurant,chicken
0,Sol Dourado,chicken
0,Pizza Alif Kebab,chicken
0,Natraj Tandoori Rato,chicken
0,MANKOOCHE,chicken
0,A Cevicheria,peruvian
0,Qosqo,peruvian
0,Segundo Muelle,peruvian
0,Coyo Taco - Príncipe Real,mexican
0,Taqueria Patron,mexican
0,3 Amigos,mexican
0,Coyo Taco - Cais do Sodré,mexican
0,Guacamole,mexican
0,Taqueria do Chiado by Espada,mexican
0,Taco Locoo,mexican
0,Las Ficheras,mexican
0,La Fugitiva Taco Bar,mexican
0,El Paso Cantina Mexicana y Cocktail Bar,mexican
0,El Tacos Mexican & Cocktails Bar ( Bairro Alto),mexican
0,Taquería El Cabron,mexican
0,La fugitiva,mexican
0,CARNAL,mexican
0,Guaka,mexican
0,Trinca,mexican
0,Dona Maria,mexican
0,Tacos 7,mexican
0,CASA DOS AMIGOS,mexican
0,Tico y Taco,mexican
0,El tacos Mexican & cocktails bar,mexican
0,O Fatica,mexican
0,Bala,mexican
0,HAWAII POKE-IN,mexican
0,El Paso,mexican
0,La Paparrucha,argentinian
0,Union Portugal,argentinian
0,Café Buenos Aires,argentinian
0,Empanadaria El Pibe,argentinian
0,Aché Latino Restaurante Bar,argentinian
0,Turkish Kebab House,turkishgeorgianhalal
0,Turkish Kebab House,turkish
0,Istanbul,turkish
0,Alfama Kebabish,turkish
0,"Seymen, Lda.",turkish
0,Tuz Good Food,turkish
0,Turkish Kebab & Chickens Wings Shop,turkish
0,Dervixe,turkish
0,Kumar Kebab & Pizza House,turkish
0,I Love Kebab,turkish
0,Hunger Station,turkish
0,#Treestory,georgian
0,Pizza Alif Kebab,halal
0,BBQ Tonight,halal
0,Taste of Punjab,halal
0,Ahmad Halal Foods,halal
0,Turkish Kebab House,halal
0,Kebabish PT,halal
0,Spicy,halal
0,Taste of Pakistan,halal
0,Leo Restaurant,halal
0,Best kebab & Pizza house,halal
0,Ghoroa,halal
0,Cosmikfriend Unipessoal Lda,halal
0,Restaurante churrasqueira halal,halal
0,LX Kebab House,halal
0,Radhuni,halal
0,Dhaka restaurant,halal
0,PappaRoti Portugal,halal
0,Tasca Do Marinheiro,halal
0,Halal Kebab & Restaurant,halal
0,HALALCOUNTER,halal
0,MeraPrime Gold Design Hotel,halal
0,Gurkha Restaurant & Bar (São Bento),halal
0,Xburger-Grill&Kebab,halal
0,Lal Qila Restaurante,halal
0,Flor da Laranja,halal
0,Cheesy kebab Lover,halal
0,The grill club,halal
0,Khayyam Persian restaurant,halal
0,O Farnel,halal
0,India gate,halal
0,Bengal Tandoori - Restaurante Indiano Lisbon,halal
0,Hunger Station,halal
0,Dixy chicken PT,halal
0,Cantinho do Aziz,halal
0,Kumar Kebab & Pizza House,halal
0,Flor da Laranja,morocco
0,Pateo - Bairro do Avillez,portuguese
0,Restaurante Cervejaria Lisboa Portugal,portuguese
0,Leão d'Ouro,portuguese
0,Gambrinus,portuguese
0,Versículo d'O Faia,portuguese
0,Armaha Restaurant,portuguese
0,O Canastro,portuguese
0,Allfama Portuguese Cuisine,portuguese
0,Sabor a Lisboa,portuguese
0,A Merendinha do Arco Bandeira,portuguese
0,Cervejaria Liberdade,portuguese
0,Lisboa à Noite,portuguese
0,Varanda Restaurant,portuguese
0,da Prata 52,portuguese
0,Farol de Santa Luzia,portuguese
0,Cova Funda Intendente,portuguese
0,Rosa da Rua,portuguese
0,Martinho da Arcada,portuguese
0,Casa Portuguesa do Pastel de Bacalhau,portuguese
0,Taberna Portuguesa,portuguese
0,Tasca da Esquina,portuguese
0,Peixaria do Rossio,portuguese
0,As Bifanas do Afonso,portuguese
0,Cerqueira,portuguese
0,O Trevo,portuguese
0,Maria Catita,portuguese
0,1º de Maio,portuguese
0,A Provinciana,portuguese
0,Restaurante Marco,portuguese
0,Sr. Fado,portuguese
0,Verde Minho,portuguese
0,Das Flores,portuguese
0,Boi-Cavalo Restaurante,portuguese
0,Caso Sério,portuguese
0,O Caldo Verde,portuguese
0,As Zebras do Combro,portuguese
0,Bem-Haja Lisboa,portuguese
0,Restaurante O ANJO,portuguese
0,Bairrices,portuguese
0,Kumar Churrasqueira Lisboa,portuguese
0,Museu da Cerveja,portuguese
0,Parreirinha de Alfama,portuguese
0,Union Portugal,portuguese
0,Velha Gaiteira,portuguese
0,Restaurante Rio Grande,portuguese
0,Piri-Piri,portuguese
0,Super Mário,portuguese
0,A Minhota da Prata,portuguese
0,xenu restaurante,portuguese
0,Maçã Verde,portuguese
0,Nova Pombalina,portuguese
0,Delfina-Cantina Portuguesa,portuguese
0,Akla,portuguese
0,O Arco,portuguese
0,Café Príncipe Real Restaurante & Cocktail Bar,portuguese
0,Taberna do Bairro alto,portuguese
0,O Cacho Dourado,portuguese
0,Café No Chiado,portuguese
0,Cantinho Da Fátima,portuguese
0,Alto Minho,portuguese
0,Sardinha,portuguese
0,Restaurante Bom Garfo Bairo Alto,portuguese
0,Estrela da Sé,portuguese
0,Restaurante Flor do Duque,portuguese
0,Food Corner Marlene Vieira,portuguese
0,Lisbon You and Me,portuguese
0,BAHR & Terrace,portuguese
0,Casa de Pasto,portuguese
0,Tasca Do Marinheiro,portuguese
0,São Rafael Cellar,portuguese
0,SABOR DO BACALHAU,portuguese
0,Comaká,portuguese
0,Mandala De Sabores,portuguese
0,Bistro 100 Maneiras,portuguese
0,O Ato,portuguese
0,As Parreiras,portuguese
0,Sommelier Lisbon,portuguese
0,Alvario Poeta,portuguese
0,Terminal sta. apolonia,portuguese
0,O Compadre,portuguese
0,Castro,portuguese
0,Sao Miguel Grandes Cantorias,portuguese
0,Restaurante O Vicentinho,portuguese
0,Cozinha Caseira,portuguese
0,Santa Lisboa,portuguese
0,Restaurante e Fado - São Rafael,portuguese
0,Restaurante Rodas,portuguese
0,O Velho Eurico,portuguese
0,O tasco do vigario,portuguese
0,Tasca da tia Macheta,portuguese
0,Tasca da susana,portuguese
0,Jam Club,portuguese
0,Belcanto,portuguese
0,Oficina do Duque,portuguese
0,Needle in a haystack,portuguese
0,Duetos da Sé,portuguese
0,O Tainadas Restaurante & Bar,portuguese
0,Crisfama,portuguese
0,Frade dos Mares,portuguese
0,A Cevicheria,portuguese
