,restaurant_name,restaurant_category
0,Brunch Café,cafe
0,Stanislav Café,cafe
0,the mill,cafe
0,Café In,cafe
0,Brick Cafe Lisboa,cafe
0,28 Café,cafe
0,O Ninho - café brunch tapas,cafe
0,Tiffin Cafe & Restaurant Lisboa,cafe
0,Café No Chiado,cafe
0,Antikuario Cafe,cafe
0,Hard Rock Cafe Lisbon,cafe
0,Quase Café,cafe
0,Casinha Boutique Café,cafe
0,Café de São Bento,cafe
0,Lisbon Café,cafe
0,Brooklyn Lisboa,cafe
0,Guadalupe.,cafe
0,Neighbourhood Cafe Lisbon,cafe
0,Nossa Lisboa,cafe
0,MELBOURNE coffeehouse,cafe
0,Kafeine / Avenida da Liberdade,cafe
0,Tease,cafe
0,Noobai - Rooftop Bar e Restaurante,cafe
0,Esplanada Cafe,cafe
0,Kaffeehaus,cafe
0,Leitaria Lisboa,cafe
0,Nicola,cafe
0,Royale Café,cafe
0,Café O Corvo,cafe
0,Curva,cafe
0,Café Príncipe Real Restaurante & Cocktail Bar,cafe
0,Café Buenos Aires,cafe
0,Seagull Method cafe,cafe
0,Portela,cafe
0,"Arts Cafe, Event Venue",cafe
0,Copenhagen Coffee Lab & Bakery,cafe
0,Banana Cafe,cafe
0,COA Café da Ordem dos Arquitectos,cafe
0,Café Garrett by Ohana,cafe
0,Audrey´s,cafe
0,COMOBÁ,cafe
0,Avenida SushiCafé,cafe
0,Café da Garagem,cafe
0,Café Pit,cafe
0,Le Petit Café,cafe
0,Chiado Caffe,cafe
0,Café 1890,cafe
0,Restaurante Café e Grill Tradicional Indiano e Português,cafe
0,Cotidiano Lisboa,cafe
0,Miolo,cafe
0,Fábrica Coffee Roasters,cafe
0,Café Janis,cafe
0,Nicolau Lisboa,cafe
0,Leitaria Baiana,cafe
0,Lisboa é Linda,cafe
0,Cafeh Tehran,cafe
0,Bistrot Le Café,cafe
0,"Leitaria, Pastelaria Eneri",cafe
0,Zenith,cafe
0,sajna lebanese cafe,cafe
0,Amélia Lisboa,cafe
0,Pão de Canela,cafe
0,Zappi,cafe
0,Pop Cereal Café,cafe
0,Slow,cafe
0,Santelmo,cafe
0,Break,cafe
0,Di Marzano Café Vermuteria,cafe
0,Joana’s Coffee,cafe
0,"Maria Limão Brunch, Crepes, Limonadas Lisboa",cafe
0,Frutaria Cafe,cafe
0,Lounge Caffé,cafe
0,PappaRoti Portugal,cafe
0,Horácio Trattoria - Gastronomia,cafe
0,Can the Can Lisboa,cafe
0,Lisbon cafe & kebab house,cafe
0,Leitaria Anita,cafe
0,Yummi - Toasts & Tartines,cafe
0,Sommelier Lisbon,cafe
0,Café Calçada Bistro,cafe
0,Cusca Café,cafe
0,Cafe Tofa,cafe
0,Red Cafe,cafe
0,Rebel Café,cafe
0,Duetos da Sé,cafe
0,Eléctrico Café,cafe
0,Basílio,cafe
0,"Cafe Brazil, Lda.",cafe
0,Leitaria Moderna,cafe
0,Bettina & Niccolo Corallo,cafe
0,A Loja do Sr. Rocha,cafe
0,Buna Specialty Coffee Shop,cafe
0,RD's Restaurante and cafe,cafe
0,Manjerica,cafe
0,lisboa,cafe
0,Sr. Lisboa,cafe
0,Yallah Lisboa,cafe
0,Doló Teahouse,cafe
0,Cafe,cafe
0,Crossroad10 - Fusion-Bistro,cafe
0,Al Garage,italian restaurant
0,Casanostra,italian restaurant
0,Prima Pasta,italian restaurant
0,Forno d'Oro,italian restaurant
0,La Piadina,italian restaurant
0,Tomato Garden Italian Restaurant,italian restaurant
0,La Vita è Bella,italian restaurant
0,Jamie's Italian Lisboa,italian restaurant
0,Il Mercato,italian restaurant
0,Il Matriciano,italian restaurant
0,Mano a Mano - Ristorante pizzerie,italian restaurant
0,Pizzeria Mezzogiorno,italian restaurant
0,Bella Ciao - Cantina Italiana,italian restaurant
0,Troppo Squisito,italian restaurant
0,Osteria - Cucina di Amici,italian restaurant
0,Sophia - Natural Italian,italian restaurant
0,Gazzo - Cucina & Bar,italian restaurant
0,BellaPasta,italian restaurant
0,In Bocca Al Lupo,italian restaurant
0,Esperança,italian restaurant
0,Visconti Chiado,italian restaurant
0,La Campania,italian restaurant
0,Pizza Misura (A pizza a tua medida),italian restaurant
0,"Restaurante La Tagliatella | Santos, Lisboa",italian restaurant
0,DaVito,italian restaurant
0,Italian Republic,italian restaurant
0,Memoria,italian restaurant
0,Restaurante italiano Il Gattopardo - Lisboa,italian restaurant
0,Pasta House,italian restaurant
0,Ristorante La Squadra,italian restaurant
0,Art Italiana (Pizzeria),italian restaurant
0,Bello Forno,italian restaurant
0,Don Costini (Cais do Sodré),italian restaurant
0,Authentica Pizza Italiana,italian restaurant
0,Tempero Pizza (Arroios),italian restaurant
0,Gandhi Palace,italian restaurant
0,Cucina Avenida Liberdade,italian restaurant
0,Nonna Ristorante Cucina Italiana e Portoghese,italian restaurant
0,Ginos,italian restaurant
0,L'APE Italian Lounge,italian restaurant
0,Allora Restaurante Italiano & Bar,italian restaurant
0,Casanova,italian restaurant
0,Primo Basílico,italian restaurant
0,Nosolo Itália,italian restaurant
0,Castafiore,italian restaurant
0,Ganesha Palace,italian restaurant
0,"Gandhi Palace - Restaurante Indiano & Italiano - Bairro Alto, Lisboa",italian restaurant
0,Pizzeria Romana BIO,italian restaurant
0,Pizza a Metro,italian restaurant
0,Sabores da Baixa,italian restaurant
0,Deliciosa massa caseira fresca italiana e não só,italian restaurant
0,Caja pasta fresca italiana,italian restaurant
0,LA MATTA,italian restaurant
0,Leonetta,italian restaurant
0,Tazza in Giro,italian restaurant
0,Adiyat's Cozinha Restaurant Pizzaria-Kebab E Bar,italian restaurant
0,Castafiore,italian restaurant
0,Prima Pasta,pasta restaurant
0,Al Garage,pasta restaurant
0,La Vita è Bella,pasta restaurant
0,Casanostra,pasta restaurant
0,Tomato Garden Italian Restaurant,pasta restaurant
0,Forno d'Oro,pasta restaurant
0,BellaPasta,pasta restaurant
0,La Piadina,pasta restaurant
0,Jamie's Italian Lisboa,pasta restaurant
0,Il Matriciano,pasta restaurant
0,Pasta House,pasta restaurant
0,Il Mercato,pasta restaurant
0,Sophia - Natural Italian,pasta restaurant
0,Mano a Mano - Ristorante pizzerie,pasta restaurant
0,Pizzeria Mezzogiorno,pasta restaurant
0,Bella Ciao - Cantina Italiana,pasta restaurant
0,Osteria - Cucina di Amici,pasta restaurant
0,Bello Forno,pasta restaurant
0,Troppo Squisito,pasta restaurant
0,Esperança,pasta restaurant
0,Nosolo Itália,pasta restaurant
0,Gazzo - Cucina & Bar,pasta restaurant
0,Memoria,pasta restaurant
0,Fabbrica di Pasta Fresca,pasta restaurant
0,La Trattoria,pasta restaurant
0,DaVito,pasta restaurant
0,La Campania,pasta restaurant
0,Pizza Misura (A pizza a tua medida),pasta restaurant
0,Art Italiana (Pizzeria),pasta restaurant
0,Casanova,pasta restaurant
0,Italian Republic,pasta restaurant
0,Dama E Vagabundo,pasta restaurant
0,Restaurante italiano Il Gattopardo - Lisboa,pasta restaurant
0,Visconti Chiado,pasta restaurant
0,Italian Republic,pasta restaurant
0,"Restaurante La Tagliatella | Santos, Lisboa",pasta restaurant
0,Pizzaria Lisboa,pasta restaurant
0,Il Covo,pasta restaurant
0,Nonna Ristorante Cucina Italiana e Portoghese,pasta restaurant
0,Ristorante La Squadra,pasta restaurant
0,Don Costini (Cais do Sodré),pasta restaurant
0,Tempero Pizza (Arroios),pasta restaurant
0,In Bocca Al Lupo,pasta restaurant
0,Caja pasta fresca italiana,pasta restaurant
0,Authentica Pizza Italiana,pasta restaurant
0,Il Mulino | Restaurante Italiano Lisboa,pasta restaurant
0,Cucina Avenida Liberdade,pasta restaurant
0,Restaurante Irriverente,pasta restaurant
0,L'APE Italian Lounge,pasta restaurant
0,Ginos,pasta restaurant
0,"Gandhi Palace - Restaurante Indiano & Italiano - Bairro Alto, Lisboa",pasta restaurant
0,Il Basilico Lisboa,pasta restaurant
0,Lugar Marcado,pasta restaurant
0,Santa Clara dos Cogumelos,pasta restaurant
0,Altar,pasta restaurant
0,Leonetta,pasta restaurant
0,ZeroZero Príncipe Real,pasta restaurant
0,Castafiore,pasta restaurant
0,Allora Restaurante Italiano & Bar,pasta restaurant
0,Valdo Gatti Pizza Bio,pasta restaurant
0,La Puttana,pasta restaurant
0,Sabores da Baixa,pasta restaurant
0,Gandhi Palace,pasta restaurant
0,Pastaria,pasta restaurant
0,Mezzaluna Italian Restaurant,pasta restaurant
0,Primo Basílico,pasta restaurant
0,Fiammetta,pasta restaurant
0,Canto da vila,pasta restaurant
0,Stasha,pasta restaurant
0,LA MATTA,pasta restaurant
0,Estaminé art food drink,pasta restaurant
0,Alpendre,pasta restaurant
0,Moma,pasta restaurant
0,Tazza in Giro,pasta restaurant
0,Taberna Sal Grosso,pasta restaurant
0,Pizzeria Romana BIO,pasta restaurant
0,Quermesse,pasta restaurant
0,JNcQUOI Avenida,pasta restaurant
0,Gambrinus,pasta restaurant
0,Bastardo,pasta restaurant
0,da Prata 52,pasta restaurant
0,Adiyat's Cozinha Restaurant Pizzaria-Kebab E Bar,pasta restaurant
0,O Coradinho,pasta restaurant
0,Ramiro,pasta restaurant
0,Restaurante IL Carpaccio,pasta restaurant
0,Santa Restaurante & Bar,pasta restaurant
0,Tamarind,pasta restaurant
0,Aprazível,pasta restaurant
0,Taverna Alfacinha,pasta restaurant
0,Oficina do Duque,pasta restaurant
0,The Decadente,pasta restaurant
0,Duk,pasta restaurant
0,O Sopinhas,pasta restaurant
0,Organi Chiado,pasta restaurant
0,Italian Republic,pasta restaurant
0,Restaurant Maria Mil Reis,pasta restaurant
0,A Muralha Tasca Típica Lisboa,pasta restaurant
0,"Maria Limão Brunch, Crepes, Limonadas Lisboa",pasta restaurant
0,A Tendinha do Rossio,pasta restaurant
0,Horácio Trattoria - Gastronomia,pasta restaurant
0,Pizzaria Lisboa,pizza pizaria restaurant
0,Pizzeria Romana BIO,pizza pizaria restaurant
0,La Puttana,pizza pizaria restaurant
0,Lupita Pizzaria,pizza pizaria restaurant
0,Simplesmente Pizza Bar,pizza pizaria restaurant
0,In Bocca Al Lupo,pizza pizaria restaurant
0,ZeroZero Príncipe Real,pizza pizaria restaurant
0,Pizzaria Luzzo,pizza pizaria restaurant
0,Mabiche Pizza Arroios,pizza pizaria restaurant
0,Kumar-Doner Kebab e Pizzeria,pizza pizaria restaurant
0,Primo Basílico,pizza pizaria restaurant
0,Valdo Gatti Pizza Bio,pizza pizaria restaurant
0,Pazzo Pizzeria Artigianale,pizza pizaria restaurant
0,Pizzeria Romana al Taglio,pizza pizaria restaurant
0,Casanova,pizza pizaria restaurant
0,DaVito,pizza pizaria restaurant
0,Pizzeria Mezzogiorno,pizza pizaria restaurant
0,M’arrecreo Pizzeria,pizza pizaria restaurant
0,Jamie Oliver's Pizzeria Lisboa,pizza pizaria restaurant
0,Pizzaria Baldracca,pizza pizaria restaurant
0,Kumar-Doner Kebab e Pizzeria,pizza pizaria restaurant
0,Retrogusto84,pizza pizaria restaurant
0,Mano a Mano - Ristorante pizzerie,pizza pizaria restaurant
0,AL PARMIGIANO Ristorante Pizzeria,pizza pizaria restaurant
0,Memoria,pizza pizaria restaurant
0,madpizza Amoreiras,pizza pizaria restaurant
0,Esperança,pizza pizaria restaurant
0,Pizza Misura (A pizza a tua medida),pizza pizaria restaurant
0,Al Garage,pizza pizaria restaurant
0,Art Italiana (Pizzeria),pizza pizaria restaurant
0,Forno d'Oro,pizza pizaria restaurant
0,La Vita è Bella,pizza pizaria restaurant
0,Duk,pizza pizaria restaurant
0,Pizzaria Luzzo | Graça,pizza pizaria restaurant
0,Pizzaria do Bairro,pizza pizaria restaurant
0,Pizzaria Luzzo | Santos,pizza pizaria restaurant
0,Adiyat's Cozinha Restaurant Pizzaria-Kebab E Bar,pizza pizaria restaurant
0,Anema & Core,pizza pizaria restaurant
0,Dama E Vagabundo,pizza pizaria restaurant
0,Leads Pizza,pizza pizaria restaurant
0,Casanostra,pizza pizaria restaurant
0,Prima Pasta,pizza pizaria restaurant
0,Restaurante e Pizzaria de Vitor Fernandes,pizza pizaria restaurant
0,Don Costini (Cais do Sodré),pizza pizaria restaurant
0,La Trattoria,pizza pizaria restaurant
0,Bello Forno,pizza pizaria restaurant
0,Mundo Gourmet Pizzaria,pizza pizaria restaurant
0,Coppola,pizza pizaria restaurant
0,Tempero Pizza (Arroios),pizza pizaria restaurant
0,PZA Pizza Alla Pala,pizza pizaria restaurant
0,Pizza Adomicilio,pizza pizaria restaurant
0,Sora Lella,pizza pizaria restaurant
0,Jamie's Italian Lisboa,pizza pizaria restaurant
0,Sophia - Natural Italian,pizza pizaria restaurant
0,The Pizza Wizard,pizza pizaria restaurant
0,Troppo Squisito,pizza pizaria restaurant
0,Josefino Pizza,pizza pizaria restaurant
0,pizzeria verdachado,pizza pizaria restaurant
0,Tomato Garden Italian Restaurant,pizza pizaria restaurant
0,Pizza a Pezzi,pizza pizaria restaurant
0,Pizzeria stintino,pizza pizaria restaurant
0,Pizza a Metro,pizza pizaria restaurant
0,Pizza à fatia,pizza pizaria restaurant
0,Forno Emilia,pizza pizaria restaurant
0,Il Matriciano,pizza pizaria restaurant
0,La Campania,pizza pizaria restaurant
0,Italian Republic,pizza pizaria restaurant
0,GOURMET'S PIZZA E KEBAB,pizza pizaria restaurant
0,Papa John’s Portugal,pizza pizaria restaurant
0,Ristorante La Squadra,pizza pizaria restaurant
0,La Pizza di Nanna,pizza pizaria restaurant
0,ZeroZero,pizza pizaria restaurant
0,Il Mercato,pizza pizaria restaurant
0,Veramente Pizza & Vino,pizza pizaria restaurant
0,La Piadina,pizza pizaria restaurant
0,Chaplin Pizza Bar - Lisboa,pizza pizaria restaurant
0,Oh! Sorte,pizza pizaria restaurant
0,Pizza Alif Kebab,pizza pizaria restaurant
0,Authentica Pizza Italiana,pizza pizaria restaurant
0,GLORY BAR,pizza pizaria restaurant
0,Lazzy Graça,pizza pizaria restaurant
0,Il Mulino | Restaurante Italiano Lisboa,pizza pizaria restaurant
0,Il Basilico Lisboa,pizza pizaria restaurant
0,Locanda Italiana,pizza pizaria restaurant
0,Mr. Pizza,pizza pizaria restaurant
0,Bella Ciao - Cantina Italiana,pizza pizaria restaurant
0,Zero Punto (pizzaria),pizza pizaria restaurant
0,BellaPasta,pizza pizaria restaurant
0,Champion Pizza,pizza pizaria restaurant
0,Verdachado Pizzaria,pizza pizaria restaurant
0,Menina e Moça - Pizzaria Healthy Food,pizza pizaria restaurant
0,Visconti Chiado,pizza pizaria restaurant
0,Da Vinci,pizza pizaria restaurant
0,La Rosa Pizzaria,pizza pizaria restaurant
0,Maritaca,pizza pizaria restaurant
0,The Traditional Great Pizza • Mouraria,pizza pizaria restaurant
0,Mr. Pizza Campo de Ourique,pizza pizaria restaurant
0,VIZZA NEW AGE PIZZABAR,pizza pizaria restaurant
0,A Cultura do Hambúrguer,burger restaurant
0,To.B - To burger or not to burger,burger restaurant
0,Hamburgueria do Bairro - Príncipe Real,burger restaurant
0,The Burger Factory,burger restaurant
0,Dallas Burger Joint,burger restaurant
0,Burger Bar & Blues Lisboa,burger restaurant
0,A Burgueria Regional,burger restaurant
0,Hamburguês,burger restaurant
0,Hamburgueria do Bairro - São Bento,burger restaurant
0,Honorato Chiado,burger restaurant
0,Café do Rio - Hamburgueria Gourmet,burger restaurant
0,The Great American Disaster,burger restaurant
0,Santo Graal Burger & Grill,burger restaurant
0,Alfama Wine & Burgers,burger restaurant
0,Hamburgueria Portuguesa by farnel,burger restaurant
0,Hamburgueria No Talho,burger restaurant
0,Burger King,burger restaurant
0,Burger King - Campo de Ourique,burger restaurant
0,Hard Rock Cafe Lisbon,burger restaurant
0,Brown's Bistro,burger restaurant
0,Burger King Marquês Pombal,burger restaurant
0,Mother Burger,burger restaurant
0,Garden Burger,burger restaurant
0,Anfíbio Burger’s,burger restaurant
0,H3 Armazéns do Chiado,burger restaurant
0,Quiosque de Campo de Ourique - Hamburgueria da Parada,burger restaurant
0,Martins Burgers & Fries,burger restaurant
0,Cafe de Rio - Gourmet Burgers,burger restaurant
0,Beef Burguer Bar,burger restaurant
0,York Burger,burger restaurant
0,h3,burger restaurant
0,Green Burger,burger restaurant
0,H3 Campo de Ourique,burger restaurant
0,alfama pizza & burger,burger restaurant
0,BUZZ Burger,burger restaurant
0,C.O.W,burger restaurant
0,Hunger Station,burger restaurant
0,Hamburgueria Burgers and Tacos,burger restaurant
0,RIB - Beef & Wine Lisboa,burger restaurant
0,American Music Burger,burger restaurant
0,O Coradinho,burger restaurant
0,"Garden Burgers - Capiol-Sociedade De Refeições Rapidas, Lda",burger restaurant
0,NAVEGA,burger restaurant
0,Vegan Junkies,burger restaurant
0,Bistrô Gato pardo,burger restaurant
0,Akla,burger restaurant
0,Hottie,burger restaurant
0,h3,burger restaurant
0,Ground burger,burger restaurant
0,O Prego,burger restaurant
0,Collect - Food . Radio . Records,burger restaurant
0,O Canastro,burger restaurant
0,McDonald's Rossio,burger restaurant
0,Bonjardim,burger restaurant
0,Jumboo BuRger,burger restaurant
0,Moma,burger restaurant
0,Cais da Pedra,burger restaurant
0,Can the Can Lisboa,burger restaurant
0,La Puttana,burger restaurant
0,McDonald's,burger restaurant
0,Jamie's Italian Lisboa,burger restaurant
0,O Trevo,burger restaurant
0,Figus,burger restaurant
0,Nosh,burger restaurant
0,IIIMPAR,burger restaurant
0,Graça 77,burger restaurant
0,Restaurante Marco,burger restaurant
0,Kumar-Doner Kebab e Pizzeria,burger restaurant
0,McDonald's,burger restaurant
0,Príncipe do Calhariz,burger restaurant
0,O Carvoeiro,burger restaurant
0,Tasca da Esquina,burger restaurant
0,Pateo - Bairro do Avillez,burger restaurant
0,French Arth,burger restaurant
0,Água,burger restaurant
0,Lumi - Restaurante & Bar,burger restaurant
0,Gin Lovers Bar & Restaurant,burger restaurant
0,Barbica,burger restaurant
0,Vicente,burger restaurant
0,Organi Chiado,burger restaurant
0,Slow,fast_food
0,LX Kebab House,fast_food
0,Burger King - Campo de Ourique,fast_food
0,Burger King,fast_food
0,Best kebab & Pizza house,fast_food
0,PIRAULITO,fast_food
0,Dutch Treat Lisboa,fast_food
0,Tuz Good Food,fast_food
0,Empadaria,fast_food
0,Garden Burger,fast_food
0,Burger King Marquês Pombal,fast_food
0,Vitaminas Garrett,fast_food
0,Hamro Kebab,fast_food
0,Rock Kebab,fast_food
0,SEASON EXPRESSIONS,fast_food
0,McDonald's Rossio,fast_food
0,Eats Delicate Foods,fast_food
0,Casa das Bifanas,fast_food
0,McDonald's,fast_food
0,Beef Burguer Bar,fast_food
0,Senor Mariachi - Campo de Ourique,fast_food
0,As Bifanas do Afonso,fast_food
0,Papa John’s Portugal,fast_food
0,Casa Portuguesa do Pastel de Bacalhau,fast_food
0,Focaccia in Giro,fast_food
0,H3 Campo de Ourique,fast_food
0,Joshua's Shoarma,fast_food
0,bōmau,fast_food
0,Crispy Mafya,fast_food
0,Farturas Gourmet®️,fast_food
0,Selfish,fast_food
0,Hot Dog Lovers,fast_food
0,Mother Burger,fast_food
0,Wok to Walk,fast_food
0,LX Dogs,fast_food
0,Dallas Burger Joint,fast_food
0,h3,fast_food
0,Pasta House,fast_food
0,Lebanese Corner,fast_food
0,Prego Gourmet,fast_food
0,Martins Burgers & Fries,fast_food
0,H3 Armazéns do Chiado,fast_food
0,Bonjardim,fast_food
0,Foxtrot,fast_food
0,Hamburgueria do Bairro - Príncipe Real,fast_food
0,A Tendinha do Rossio,fast_food
0,BBQ Tonight,fast_food
0,Atlantic Kebab,fast_food
0,Kebab House,fast_food
0,Quiosque das Portas do Sol,fast_food
0,Ti-Natércia,fast_food
0,Go Natural,fast_food
0,Atlantic Kebab,fast_food
0,Joshua's Shoarma,fast_food
0,Hamburgueria do Bairro - São Bento,fast_food
0,Pastelaria 1500,fast_food
0,Wok to Walk,fast_food
0,LUZ da ESTRELA,fast_food
0,Resistência Speakeasy,fast_food
0,Pizza a Pezzi,fast_food
0,Portugália,fast_food
0,Olla,fast_food
0,O Prego,fast_food
0,Manifest Lisbon,fast_food
0,Nood,fast_food
0,Kebab Martim Moniz,fast_food
0,The Green Affair - Chiado,fast_food
0,O Trevo,fast_food
0,Chapitô à Mesa,fast_food
0,Honorato Chiado,fast_food
0,Primo Basílico,fast_food
0,Casa Portuguesa do Pastel de Bacalhau,fast_food
0,Rosa da Rua,fast_food
0,Palácio do Kebab,fast_food
0,The Burger Factory,fast_food
0,Tasca Do Marinheiro,fast_food
0,Antónia Petiscos,fast_food
0,Hard Rock Cafe Lisbon,fast_food
0,Food Garden Grill,fast_food
0,Tapa Bucho,tapas restaurant
0,Alto do Bairro,tapas restaurant
0,Tapas n' Friends Sé,tapas restaurant
0,Restaurante Meson Andaluz,tapas restaurant
0,"11 Tapas - Restaurante & Cocktail, WineBar",tapas restaurant
0,da Prata 52,tapas restaurant
0,Leve Leve - Tapas Bar,tapas restaurant
0,Tapas Bar 52,tapas restaurant
0,Tapas n' Friends Trindada,tapas restaurant
0,Bairrices,tapas restaurant
0,Tágide Wine & Tapas Bar,tapas restaurant
0,Tapas Bar 47,tapas restaurant
0,Eating Bear,tapas restaurant
0,Tapa Bucho Gastrobar,tapas restaurant
0,Tapas Do Atlantico,tapas restaurant
0,Tapas Boa Hora,tapas restaurant
0,Taberna Ibérica,tapas restaurant
0,Tapisco Lisboa,tapas restaurant
0,TAPAS 129,tapas restaurant
0,A Muralha Tapas e Vinhos,tapas restaurant
0,RoberTine,tapas restaurant
0,Paráguas Bar Tapas e Petiscos,tapas restaurant
0,CASA DOS AMIGOS,tapas restaurant
0,Roots Restaurante & Tapas Bar,tapas restaurant
0,100 Montaditos,tapas restaurant
0,Olá Lisboa - Tapas & Petiscos,tapas restaurant
0,Taberna Tosca,tapas restaurant
0,Medrosa d'Alfama,tapas restaurant
0,Grau Douro Tapas & Wine Bar,tapas restaurant
0,Tiles Bar,tapas restaurant
0,Restaurante O Tapas,tapas restaurant
0,Porto Alfama,tapas restaurant
0,Tapas n´Friends Chiado,tapas restaurant
0,La Partilla | Tapas & Bar,tapas restaurant
0,Caso Sério,tapas restaurant
0,Dito Cujo Lisboa,tapas restaurant
0,doVigário PubandRecords,tapas restaurant
0,Ache Atalaia Bar & Tapas,tapas restaurant
0,Miss Can,tapas restaurant
0,Quinta do Saloio,tapas restaurant
0,Li28oa,tapas restaurant
0,Café Pit,tapas restaurant
0,Petisqueira Conqvistador,tapas restaurant
0,Há Pitéu,tapas restaurant
0,O Vinhaça,tapas restaurant
0,Original Tapas,tapas restaurant
0,Duque da Rua,tapas restaurant
0,Marcelino Pão & Vinho,tapas restaurant
0,Atípico Restaurant,tapas restaurant
0,Instant Crunch,tapas restaurant
0,O Ninho - café brunch tapas,tapas restaurant
0,Restaurante Consensual,tapas restaurant
0,Tágide,tapas restaurant
0,Madragoa Vinhos e Petiscos,tapas restaurant
0,Espada,tapas restaurant
0,The Little Wine Bar,tapas restaurant
0,Madame Petisca,tapas restaurant
0,Carmo,tapas restaurant
0,Vailávai,tapas restaurant
0,Trobadores - Taberna Medieval,tapas restaurant
0,Taberna da Baixa,tapas restaurant
0,Estaminé art food drink,tapas restaurant
0,Bacalhau com Todos,tapas restaurant
0,A Venda Lusitana,tapas restaurant
0,The Corner Cafe,tapas restaurant
0,Sabores do Chiado,tapas restaurant
0,Taberna da Rua das Flores,tapas restaurant
0,Jam Club,tapas restaurant
0,Tapas do Bairro(Encerrado permanentemente),tapas restaurant
0,Tapa bucho,tapas restaurant
0,Velha Gaiteira,tapas restaurant
0,S,tapas restaurant
0,Armaha Restaurant,tapas restaurant
0,Lisboa Vadia,tapas restaurant
0,Sr. Lisboa,tapas restaurant
0,Antónia Petiscos,tapas restaurant
0,Taberna do Bairro alto,tapas restaurant
0,Sommelier Lisbon,tapas restaurant
0,Lisboa Cheia de Graça,tapas restaurant
0,Grapes & Bites - Hostel and Wines,tapas restaurant
0,Noobai - Rooftop Bar e Restaurante,tapas restaurant
0,Restaurante Terra e Mar Lisboa,tapas restaurant
0,A Obra,tapas restaurant
0,Augusto Lisboa,tapas restaurant
0,Taberna Moderna,tapas restaurant
0,Taberna da Esperança,tapas restaurant
0,Beef Burguer Bar,tapas restaurant
0,Cañas y Tapas,tapas restaurant
0,Ginjinha Popular,tapas restaurant
0,Pateo - Bairro do Avillez,tapas restaurant
0,Maruto,tapas restaurant
0,Rubro Avenida,tapas restaurant
0,Taverna Coração Independente,tapas restaurant
0,Fumeiro de Santa Catarina,tapas restaurant
0,Artis,tapas restaurant
0,Petiscaria Ideal,tapas restaurant
0,Estalagem dos Capotes Brancos,tapas restaurant
0,BytheWine,tapas restaurant
0,Figus,tapas restaurant
0,Pop Out,tapas restaurant
0,Blue Restaurant & Bar,bar
0,Lumi - Restaurante & Bar,bar
0,Love Lisbon Martim Moniz,bar
0,Gin Lovers Bar & Restaurant,bar
0,Café Príncipe Real Restaurante & Cocktail Bar,bar
0,Noobai - Rooftop Bar e Restaurante,bar
0,Silk Club,bar
0,Lost In,bar
0,Trobadores - Taberna Medieval,bar
0,Aché Latino Restaurante Bar,bar
0,Procópio,bar
0,Be Bairro Alto Restaurante e Bar,bar
0,Topo Chiado,bar
0,Mensagem - Restaurante e Bar Panorâmico,bar
0,Mini Bar Theater José Avillez,bar
0,The Decadente,bar
0,TOPO MARTIM MONIZ,bar
0,Jam Club,bar
0,Velha Gaiteira,bar
0,Delirium Café Lisboa,bar
0,Rossio Gastrobar,bar
0,Água De Beber,bar
0,Sommelier Lisbon,bar
0,The Little Wine Bar,bar
0,Foxtrot,bar
0,Outro Tempo Bar,bar
0,Madame Petisca,bar
0,Antiga Wine Bar,bar
0,PeregrinaLX,bar
0,Josephine bistro & bar,bar
0,Restaurant CHULHO & Bar,bar
0,The George,bar
0,Duetos da Sé,bar
0,Monkey Mash,bar
0,"11 Tapas - Restaurante & Cocktail, WineBar",bar
0,Camone Bar,bar
0,Roots Restaurante & Tapas Bar,bar
0,Leve Leve - Tapas Bar,bar
0,Boêmia Bar Restaurante,bar
0,Bar Esquina da Bica,bar
0,Café Klandestino,bar
0,Lisboa Vadia,bar
0,da Prata 52,bar
0,Paráguas Bar Tapas e Petiscos,bar
0,A Tabacaria,bar
0,Grau Douro Tapas & Wine Bar,bar
0,Gazzo - Cucina & Bar,bar
0,Tapas Bar 52,bar
0,Ferroviário,bar
0,Machimbombo,bar
0,El Tacos Mexican & Cocktails Bar ( Bairro Alto),bar
0,Pharmacia,bar
0,Carmo,bar
0,Snooker Club Lisbon,bar
0,Ritz Bar,bar
0,Atípico Restaurant,bar
0,Duque Brewpub,bar
0,Soul - kitchen & bar,bar
0,The Queen Ale - Craft Beer Bar,bar
0,BytheWine,bar
0,RoberTine,bar
0,Lisboa é Linda,bar
0,Dcosta's Shisha & Bar,bar
0,Cheers Irish Pub,bar
0,Eating Bear,bar
0,Medrosa d'Alfama,bar
0,Damas,bar
0,Eva Restaurante e Bar,bar
0,Infame,bar
0,WINE BAR,bar
0,BarAlto,bar
0,Tapas Bar 47,bar
0,Burger Bar & Blues Lisboa,bar
0,Marisqueira M,bar
0,Snob Bar,bar
0,Maruto,bar
0,Moules & Beer,bar
0,O Tainadas Restaurante & Bar,bar
0,CARMO TABERNA PORTUGUESA E WINE BAR,bar
0,Grapes & Bites - Hostel and Wines,bar
0,Tiles Bar,bar
0,Shelter Bar Lisboa,bar
0,The Botanical Den,bar
0,Palácio Chiado,bar
0,Santa Restaurante & Bar,bar
0,Tomés Caffé Bar Petisqueira,bar
0,Maxime Restaurante-Bar,bar
0,Pop Out,bar
0,Tabik Restaurant,bar
0,Japonês Sushi Restaurante,bar
0,Tágide Wine & Tapas Bar,bar
0,NAVEGA,bar
0,Mezzanine,bar
0,Boa-Bao,bar
