,type_of_food,neighborhood,price,outputs
926,pasta,Socorro,4,0.6
917,pizza,Socorro,1,0.6
2213,cafe,São Mamede,1,0.6
910,indian_nepalese,Socorro,4,0.6
2237,south_america,São Mamede,1,0.6
2346,grill,Sé,4,0.6
2214,cafe,São Mamede,4,0.6
814,indian_nepalese,Santa Isabel,4,0.6
2230,bar,São Mamede,4,0.6
2358,pizza,Sé,4,0.6
929,mexican,Socorro,1,0.6
2356,pizza,Sé,2,0.6
2222,european,São Mamede,4,0.6
920,japanese,Socorro,2,0.6
2233,seafood,São Mamede,1,0.6
818,portuguese,Santa Isabel,4,0.6
825,japanese,Santa Isabel,1,0.6
2353,portuguese,Sé,1,0.6
923,japanese,Socorro,3,0.6
2234,seafood,São Mamede,4,0.6
822,pizza,Santa Isabel,4,0.6
922,japanese,Socorro,4,0.6
2218,mediterranean,São Mamede,4,0.6
999,bistro,Anjos,3,0.6
2097,asian,Mártires,1,0.6
906,grill,Socorro,4,0.6
919,pizza,Socorro,3,0.6
937,burger,Socorro,1,0.6
2339,veggie_healthy,Sé,3,0.6
1003,grill,Anjos,3,0.6
2242,veggie_healthy,São Mamede,4,0.6
2366,pasta,Sé,4,0.6
930,mexican,Socorro,4,0.6
2363,japanese,Sé,3,0.6
1002,grill,Anjos,4,0.6
934,africa_me,Socorro,4,0.6
2360,japanese,Sé,2,0.6
918,pizza,Socorro,4,0.6
726,pizza,Encarnação,4,0.4
1294,indian_nepalese,Madalena,4,0.4
1746,chicken,São José,4,0.4
3274,mediterranean,Nossa Senhora de Fátima,4,0.4
3294,south_america,Nossa Senhora de Fátima,4,0.4
3140,africa_me,Alvalade,2,0.4
3166,fado,Alvalade,4,0.4
725,pizza,Encarnação,1,0.4
3138,mexican,Alvalade,4,0.4
1362,chicken,Santos-o-Velho,4,0.4
1293,indian_nepalese,Madalena,1,0.4
237,indian_nepalese,Santa Engrácia,1,0.4
1358,european,Santos-o-Velho,4,0.4
1311,pasta,Madalena,3,0.4
1661,south_america,Coração de Jesus,1,0.4
1312,mexican,Madalena,2,0.4
2266,japanese,São Mamede,4,0.4
1357,european,Santos-o-Velho,1,0.4
1370,seafood,Santos-o-Velho,4,0.4
1361,chicken,Santos-o-Velho,1,0.4
1307,japanese,Madalena,3,0.4
693,bar,Encarnação,1,0.4
1758,south_america,São José,4,0.4
3146,burger,Alvalade,4,0.4
3286,bar,Nossa Senhora de Fátima,4,0.4
730,japanese,Encarnação,4,0.4
1366,bar,Santos-o-Velho,4,0.4
1296,portuguese,Madalena,2,0.4
1649,chicken,Coração de Jesus,1,0.4
1766,bistro,São José,4,0.4
1299,portuguese,Madalena,3,0.4
3290,seafood,Nossa Senhora de Fátima,4,0.4
1300,pizza,Madalena,2,0.4
3282,chicken,Nossa Senhora de Fátima,4,0.4
1653,bar,Coração de Jesus,1,0.4
1369,seafood,Santos-o-Velho,1,0.4
2090,burger,Mártires,4,0.4
3154,asian,Alvalade,4,0.4
1303,pizza,Madalena,3,0.4
1304,japanese,Madalena,2,0.4
690,chicken,Encarnação,4,0.4
3278,european,Nossa Senhora de Fátima,4,0.4
3158,pastry,Alvalade,4,0.4
1295,indian_nepalese,Madalena,3,0.4
1641,mediterranean,Coração de Jesus,1,0.4
3142,africa_me,Alvalade,4,0.4
3141,africa_me,Alvalade,1,0.4
3170,brunch,São Domingos de Benfica,4,0.4
3213,indian_nepalese,São Domingos de Benfica,1,0.4
3266,brunch,Nossa Senhora de Fátima,4,0.4
3205,bistro,São Domingos de Benfica,1,0.4
3229,pasta,São Domingos de Benfica,1,0.4
1697,mexican,Coração de Jesus,1,0.4
1340,fado,Madalena,2,0.4
1693,pasta,Coração de Jesus,1,0.4
710,bistro,Encarnação,4,0.4
1342,fado,Madalena,4,0.4
1326,italian,Madalena,4,0.4
3237,africa_me,São Domingos de Benfica,1,0.4
3238,africa_me,São Domingos de Benfica,4,0.4
2250,grill,São Mamede,4,0.4
3201,veggie_healthy,São Domingos de Benfica,1,0.4
701,south_america,Encarnação,1,0.4
1343,fado,Madalena,3,0.4
2494,fado,São Nicolau,4,0.4
897,veggie_healthy,Socorro,1,0.4
3228,pasta,São Domingos de Benfica,2,0.4
1327,italian,Madalena,3,0.4
697,seafood,Encarnação,1,0.4
1328,asian,Madalena,2,0.4
1331,asian,Madalena,3,0.4
1713,asian,Coração de Jesus,1,0.4
705,veggie_healthy,Encarnação,1,0.4
1332,pastry,Madalena,2,0.4
1333,pastry,Madalena,1,0.4
1334,pastry,Madalena,4,0.4
1329,asian,Madalena,1,0.4
706,veggie_healthy,Encarnação,4,0.4
3209,grill,São Domingos de Benfica,1,0.4
1335,pastry,Madalena,3,0.4
1336,fast_food,Madalena,2,0.4
3208,grill,São Domingos de Benfica,2,0.4
2246,bistro,São Mamede,4,0.4
1701,africa_me,Coração de Jesus,1,0.4
1338,fast_food,Madalena,4,0.4
713,grill,Encarnação,1,0.4
1345,brunch,Santos-o-Velho,1,0.4
1324,italian,Madalena,2,0.4
714,grill,Encarnação,4,0.4
3184,chicken,São Domingos de Benfica,2,0.4
1733,cafe,São José,1,0.4
3182,european,São Domingos de Benfica,4,0.4
3181,european,São Domingos de Benfica,1,0.4
1734,cafe,São José,4,0.4
2482,asian,São Nicolau,4,0.4
698,seafood,Encarnação,4,0.4
1316,africa_me,Madalena,2,0.4
3261,fado,São Domingos de Benfica,1,0.4
1330,asian,Madalena,4,0.4
1354,mediterranean,Santos-o-Velho,4,0.4
3177,mediterranean,São Domingos de Benfica,1,0.4
1315,mexican,Madalena,3,0.4
1738,mediterranean,São José,4,0.4
1314,mexican,Madalena,4,0.4
718,indian_nepalese,Encarnação,4,0.4
3185,chicken,São Domingos de Benfica,1,0.4
1318,africa_me,Madalena,4,0.4
909,indian_nepalese,Socorro,1,0.4
3197,south_america,São Domingos de Benfica,1,0.4
2490,fast_food,São Nicolau,4,0.4
3196,south_america,São Domingos de Benfica,2,0.4
1323,burger,Madalena,3,0.4
1349,cafe,Santos-o-Velho,1,0.4
1725,fado,Coração de Jesus,1,0.4
249,japanese,Santa Engrácia,1,0.4
717,indian_nepalese,Encarnação,1,0.4
1322,burger,Madalena,4,0.4
1321,burger,Madalena,1,0.4
1320,burger,Madalena,2,0.4
1730,brunch,São José,4,0.4
1319,africa_me,Madalena,3,0.4
1677,indian_nepalese,Coração de Jesus,1,0.4
878,european,Socorro,4,0.4
523,grill,Santa Catarina,3,0.4
3298,veggie_healthy,Nossa Senhora de Fátima,4,0.4
124,south_america,Prazeres,2,0.4
3516,pasta,São Sebastião da Pedreira,2,0.4
2342,bistro,Sé,4,0.4
1501,pasta,São Vicente de Fora,1,0.4
3519,pasta,São Sebastião da Pedreira,3,0.4
1497,japanese,São Vicente de Fora,1,0.4
3524,africa_me,São Sebastião da Pedreira,2,0.4
3525,africa_me,São Sebastião da Pedreira,1,0.4
3527,africa_me,São Sebastião da Pedreira,3,0.4
1495,pizza,São Vicente de Fora,3,0.4
1493,pizza,São Vicente de Fora,1,0.4
123,seafood,Prazeres,3,0.4
127,south_america,Prazeres,3,0.4
1492,pizza,São Vicente de Fora,2,0.4
1491,portuguese,São Vicente de Fora,3,0.4
826,japanese,Santa Isabel,4,0.4
1489,portuguese,São Vicente de Fora,1,0.4
120,seafood,Prazeres,2,0.4
119,bar,Prazeres,3,0.4
1487,indian_nepalese,São Vicente de Fora,3,0.4
118,bar,Prazeres,4,0.4
116,bar,Prazeres,2,0.4
115,chicken,Prazeres,3,0.4
126,south_america,Prazeres,4,0.4
128,veggie_healthy,Prazeres,2,0.4
733,pasta,Encarnação,1,0.4
3489,veggie_healthy,São Sebastião da Pedreira,1,0.4
3469,european,São Sebastião da Pedreira,1,0.4
1527,pastry,São Vicente de Fora,3,0.4
3472,chicken,São Sebastião da Pedreira,2,0.4
3473,chicken,São Sebastião da Pedreira,1,0.4
1525,pastry,São Vicente de Fora,1,0.4
1524,pastry,São Vicente de Fora,2,0.4
1523,asian,São Vicente de Fora,3,0.4
1522,asian,São Vicente de Fora,4,0.4
3484,south_america,São Sebastião da Pedreira,2,0.4
3488,veggie_healthy,São Sebastião da Pedreira,2,0.4
3491,veggie_healthy,São Sebastião da Pedreira,3,0.4
1503,pasta,São Vicente de Fora,3,0.4
1513,burger,São Vicente de Fora,1,0.4
3493,bistro,São Sebastião da Pedreira,1,0.4
136,grill,Prazeres,2,0.4
1511,africa_me,São Vicente de Fora,3,0.4
2340,bistro,Sé,2,0.4
1509,africa_me,São Vicente de Fora,1,0.4
3501,indian_nepalese,São Sebastião da Pedreira,1,0.4
1507,mexican,São Vicente de Fora,3,0.4
1505,mexican,São Vicente de Fora,1,0.4
132,bistro,Prazeres,2,0.4
2393,fast_food,Sé,1,0.4
1484,indian_nepalese,São Vicente de Fora,2,0.4
114,chicken,Prazeres,4,0.4
1398,pizza,Santos-o-Velho,4,0.4
1437,fado,Santos-o-Velho,1,0.4
1394,portuguese,Santos-o-Velho,4,0.4
806,bistro,Santa Isabel,4,0.4
1434,fast_food,Santos-o-Velho,4,0.4
1433,fast_food,Santos-o-Velho,1,0.4
2378,burger,Sé,4,0.4
1430,pastry,Santos-o-Velho,4,0.4
1429,pastry,Santos-o-Velho,1,0.4
1426,asian,Santos-o-Velho,4,0.4
1425,asian,Santos-o-Velho,1,0.4
1422,italian,Santos-o-Velho,4,0.4
1480,grill,São Vicente de Fora,2,0.4
1421,italian,Santos-o-Velho,1,0.4
2361,japanese,Sé,1,0.4
2362,japanese,Sé,4,0.4
1418,burger,Santos-o-Velho,4,0.4
2372,africa_me,Sé,2,0.4
14,european,Graça,4,0.4
1413,africa_me,Santos-o-Velho,1,0.4
1410,mexican,Santos-o-Velho,4,0.4
1409,mexican,Santos-o-Velho,1,0.4
2,brunch,Graça,4,0.4
1438,fado,Santos-o-Velho,4,0.4
2381,italian,Sé,1,0.4
1442,brunch,São Vicente de Fora,4,0.4
1444,cafe,São Vicente de Fora,2,0.4
1479,bistro,São Vicente de Fora,3,0.4
112,chicken,Prazeres,2,0.4
111,european,Prazeres,3,0.4
110,european,Prazeres,4,0.4
1475,veggie_healthy,São Vicente de Fora,3,0.4
107,mediterranean,Prazeres,3,0.4
1474,veggie_healthy,São Vicente de Fora,4,0.4
106,mediterranean,Prazeres,4,0.4
1471,south_america,São Vicente de Fora,3,0.4
104,mediterranean,Prazeres,2,0.4
103,cafe,Prazeres,3,0.4
1470,south_america,São Vicente de Fora,4,0.4
1469,south_america,São Vicente de Fora,1,0.4
100,cafe,Prazeres,2,0.4
1465,seafood,São Vicente de Fora,1,0.4
1463,bar,São Vicente de Fora,3,0.4
1461,bar,São Vicente de Fora,1,0.4
1460,bar,São Vicente de Fora,2,0.4
1455,european,São Vicente de Fora,3,0.4
1451,mediterranean,São Vicente de Fora,3,0.4
1449,mediterranean,São Vicente de Fora,1,0.4
1529,fast_food,São Vicente de Fora,1,0.4
1531,fast_food,São Vicente de Fora,3,0.4
1532,fado,São Vicente de Fora,2,0.4
2434,veggie_healthy,São Nicolau,4,0.4
3350,pastry,Nossa Senhora de Fátima,4,0.4
1594,japanese,Mercês,4,0.4
1380,bistro,Santos-o-Velho,2,0.4
753,asian,Encarnação,1,0.4
1590,pizza,Mercês,4,0.4
3358,fado,Nossa Senhora de Fátima,4,0.4
2438,bistro,São Nicolau,4,0.4
197,cafe,Santa Engrácia,1,0.4
2435,veggie_healthy,São Nicolau,3,0.4
195,brunch,Santa Engrácia,3,0.4
2433,veggie_healthy,São Nicolau,1,0.4
182,pastry,Prazeres,4,0.4
191,fado,Prazeres,3,0.4
190,fado,Prazeres,4,0.4
188,fado,Prazeres,2,0.4
3373,european,Almargem do Bispo,1,0.4
2432,veggie_healthy,São Nicolau,2,0.4
187,fast_food,Prazeres,3,0.4
3376,chicken,Almargem do Bispo,2,0.4
186,fast_food,Prazeres,4,0.4
1578,grill,Mercês,4,0.4
2306,brunch,Sé,4,0.4
750,italian,Encarnação,4,0.4
1378,veggie_healthy,Santos-o-Velho,4,0.4
1604,africa_me,Mercês,2,0.4
3338,burger,Nossa Senhora de Fátima,4,0.4
734,pasta,Encarnação,4,0.4
3302,bistro,Nossa Senhora de Fátima,4,0.4
1633,brunch,Coração de Jesus,1,0.4
3306,grill,Nossa Senhora de Fátima,4,0.4
1373,south_america,Santos-o-Velho,1,0.4
3309,indian_nepalese,Nossa Senhora de Fátima,1,0.4
737,mexican,Encarnação,1,0.4
1374,south_america,Santos-o-Velho,4,0.4
3314,portuguese,Nossa Senhora de Fátima,4,0.4
738,mexican,Encarnação,4,0.4
2458,japanese,São Nicolau,4,0.4
225,veggie_healthy,Santa Engrácia,1,0.4
1618,asian,Mercês,4,0.4
741,africa_me,Encarnação,1,0.4
742,africa_me,Encarnação,4,0.4
1614,italian,Mercês,4,0.4
867,brunch,Socorro,3,0.4
3330,mexican,Nossa Senhora de Fátima,4,0.4
1377,veggie_healthy,Santos-o-Velho,1,0.4
1292,indian_nepalese,Madalena,2,0.4
1607,africa_me,Mercês,3,0.4
183,pastry,Prazeres,3,0.4
180,pastry,Prazeres,2,0.4
138,grill,Prazeres,4,0.4
1390,indian_nepalese,Santos-o-Velho,4,0.4
3428,africa_me,Almargem do Bispo,2,0.4
2322,chicken,Sé,4,0.4
1550,european,Mercês,4,0.4
2414,european,São Nicolau,4,0.4
1548,european,Mercês,2,0.4
152,japanese,Prazeres,2,0.4
1546,mediterranean,Mercês,4,0.4
151,pizza,Prazeres,3,0.4
150,pizza,Prazeres,4,0.4
1389,indian_nepalese,Santos-o-Velho,1,0.4
3445,pastry,Almargem do Bispo,1,0.4
179,asian,Prazeres,3,0.4
148,pizza,Prazeres,2,0.4
147,portuguese,Prazeres,3,0.4
146,portuguese,Prazeres,4,0.4
145,portuguese,Prazeres,1,0.4
2329,seafood,Sé,1,0.4
143,indian_nepalese,Prazeres,3,0.4
142,indian_nepalese,Prazeres,4,0.4
1537,brunch,Mercês,1,0.4
140,indian_nepalese,Prazeres,2,0.4
139,grill,Prazeres,3,0.4
158,pasta,Prazeres,4,0.4
159,pasta,Prazeres,3,0.4
766,fado,Encarnação,4,0.4
2317,european,Sé,1,0.4
178,asian,Prazeres,4,0.4
758,pastry,Encarnação,4,0.4
174,italian,Prazeres,4,0.4
3393,veggie_healthy,Almargem do Bispo,1,0.4
1383,bistro,Santos-o-Velho,3,0.4
173,italian,Prazeres,1,0.4
1570,veggie_healthy,Mercês,4,0.4
1568,veggie_healthy,Mercês,2,0.4
1385,grill,Santos-o-Velho,1,0.4
3401,grill,Almargem do Bispo,1,0.4
1566,south_america,Mercês,4,0.4
170,burger,Prazeres,4,0.4
1386,grill,Santos-o-Velho,4,0.4
762,fast_food,Encarnação,4,0.4
166,africa_me,Prazeres,4,0.4
164,africa_me,Prazeres,2,0.4
3413,pizza,Almargem do Bispo,1,0.4
1560,seafood,Mercês,2,0.4
162,mexican,Prazeres,4,0.4
1559,bar,Mercês,3,0.4
1558,bar,Mercês,4,0.4
746,burger,Encarnação,4,0.4
1302,pizza,Madalena,4,0.4
3134,pasta,Alvalade,4,0.4
2817,veggie_healthy,Santiago,1,0.4
476,fado,Lapa,2,0.4
475,fast_food,Lapa,3,0.4
474,fast_food,Lapa,4,0.4
473,fast_food,Lapa,1,0.4
2106,fast_food,Mártires,4,0.4
471,pastry,Lapa,3,0.4
470,pastry,Lapa,4,0.4
468,pastry,Lapa,2,0.4
467,asian,Lapa,3,0.4
464,asian,Lapa,2,0.4
2057,grill,Mártires,1,0.4
462,italian,Lapa,4,0.4
461,italian,Lapa,1,0.4
2112,brunch,São Cristóvão,2,0.4
2829,indian_nepalese,Santiago,1,0.4
458,burger,Lapa,4,0.4
457,burger,Lapa,1,0.4
456,burger,Lapa,2,0.4
455,africa_me,Lapa,3,0.4
454,africa_me,Lapa,4,0.4
478,fado,Lapa,4,0.4
479,fado,Lapa,3,0.4
2046,south_america,Mártires,4,0.4
543,pasta,Santa Catarina,3,0.4
2775,pastry,São Jorge de Arroios,3,0.4
2776,fast_food,São Jorge de Arroios,2,0.4
2102,pastry,Mártires,4,0.4
2778,fast_food,São Jorge de Arroios,4,0.4
2779,fast_food,São Jorge de Arroios,3,0.4
2780,fado,São Jorge de Arroios,2,0.4
2781,fado,São Jorge de Arroios,1,0.4
2782,fado,São Jorge de Arroios,4,0.4
2783,fado,São Jorge de Arroios,3,0.4
539,japanese,Santa Catarina,3,0.4
996,bistro,Anjos,2,0.4
487,cafe,Santa Catarina,3,0.4
486,cafe,Santa Catarina,4,0.4
2049,veggie_healthy,Mártires,1,0.4
2793,mediterranean,Santiago,1,0.4
485,cafe,Santa Catarina,1,0.4
484,cafe,Santa Catarina,2,0.4
2797,european,Santiago,1,0.4
482,brunch,Santa Catarina,4,0.4
452,africa_me,Lapa,2,0.4
2113,brunch,São Cristóvão,1,0.4
451,mexican,Lapa,3,0.4
426,grill,Lapa,4,0.4
424,grill,Lapa,2,0.4
423,bistro,Lapa,3,0.4
420,bistro,Lapa,2,0.4
419,veggie_healthy,Lapa,3,0.4
560,asian,Santa Catarina,2,0.4
2018,brunch,Mártires,4,0.4
416,veggie_healthy,Lapa,2,0.4
415,south_america,Lapa,3,0.4
414,south_america,Lapa,4,0.4
2894,european,Santo Condestável,4,0.4
412,south_america,Lapa,2,0.4
411,seafood,Lapa,3,0.4
1056,brunch,Santo Estevão,2,0.4
410,seafood,Lapa,4,0.4
565,pastry,Santa Catarina,1,0.4
2128,chicken,São Cristóvão,2,0.4
408,seafood,Lapa,2,0.4
407,bar,Lapa,3,0.4
567,pastry,Santa Catarina,3,0.4
2022,cafe,Mártires,4,0.4
2120,mediterranean,São Cristóvão,2,0.4
450,mexican,Lapa,4,0.4
428,indian_nepalese,Lapa,2,0.4
2841,japanese,Santiago,1,0.4
448,mexican,Lapa,2,0.4
1291,grill,Madalena,3,0.4
551,africa_me,Santa Catarina,3,0.4
447,pasta,Lapa,3,0.4
2034,chicken,Mártires,4,0.4
446,pasta,Lapa,4,0.4
444,pasta,Lapa,2,0.4
443,japanese,Lapa,3,0.4
441,japanese,Lapa,1,0.4
440,japanese,Lapa,2,0.4
2030,european,Mártires,4,0.4
438,pizza,Lapa,4,0.4
2857,burger,Santiago,1,0.4
436,pizza,Lapa,2,0.4
2026,mediterranean,Mártires,4,0.4
434,portuguese,Lapa,4,0.4
431,indian_nepalese,Lapa,3,0.4
430,indian_nepalese,Lapa,4,0.4
2774,pastry,São Jorge de Arroios,4,0.4
2771,asian,São Jorge de Arroios,3,0.4
406,bar,Lapa,4,0.4
2706,chicken,São Jorge de Arroios,4,0.4
2696,mediterranean,São Jorge de Arroios,2,0.4
2697,mediterranean,São Jorge de Arroios,1,0.4
2698,mediterranean,São Jorge de Arroios,4,0.4
2699,mediterranean,São Jorge de Arroios,3,0.4
2700,european,São Jorge de Arroios,2,0.4
2701,european,São Jorge de Arroios,1,0.4
2703,european,São Jorge de Arroios,3,0.4
2704,chicken,São Jorge de Arroios,2,0.4
2705,chicken,São Jorge de Arroios,1,0.4
2707,chicken,São Jorge de Arroios,3,0.4
2770,asian,São Jorge de Arroios,4,0.4
2708,bar,São Jorge de Arroios,2,0.4
2709,bar,São Jorge de Arroios,1,0.4
2710,bar,São Jorge de Arroios,4,0.4
2711,bar,São Jorge de Arroios,3,0.4
1021,pasta,Anjos,1,0.4
1022,pasta,Anjos,4,0.4
2714,seafood,São Jorge de Arroios,4,0.4
492,european,Santa Catarina,2,0.4
2716,south_america,São Jorge de Arroios,2,0.4
1020,pasta,Anjos,2,0.4
2694,cafe,São Jorge de Arroios,4,0.4
493,european,Santa Catarina,1,0.4
533,pizza,Santa Catarina,1,0.4
521,grill,Santa Catarina,1,0.4
1004,indian_nepalese,Anjos,2,0.4
1005,indian_nepalese,Anjos,1,0.4
2086,africa_me,Mártires,4,0.4
525,indian_nepalese,Santa Catarina,1,0.4
512,veggie_healthy,Santa Catarina,2,0.4
2082,mexican,Mártires,4,0.4
527,indian_nepalese,Santa Catarina,3,0.4
2094,italian,Mártires,4,0.4
2078,pasta,Mártires,4,0.4
1014,pizza,Anjos,4,0.4
500,bar,Santa Catarina,2,0.4
497,chicken,Santa Catarina,1,0.4
495,european,Santa Catarina,3,0.4
2070,pizza,Mártires,4,0.4
494,european,Santa Catarina,4,0.4
2069,pizza,Mártires,1,0.4
2690,brunch,São Jorge de Arroios,4,0.4
1018,japanese,Anjos,4,0.4
2717,south_america,São Jorge de Arroios,1,0.4
2718,south_america,São Jorge de Arroios,4,0.4
2719,south_america,São Jorge de Arroios,3,0.4
2745,japanese,São Jorge de Arroios,1,0.4
997,bistro,Anjos,1,0.4
2748,pasta,São Jorge de Arroios,2,0.4
2751,pasta,São Jorge de Arroios,3,0.4
2752,mexican,São Jorge de Arroios,2,0.4
2753,mexican,São Jorge de Arroios,1,0.4
2754,mexican,São Jorge de Arroios,4,0.4
2755,mexican,São Jorge de Arroios,3,0.4
2756,africa_me,São Jorge de Arroios,2,0.4
2757,africa_me,São Jorge de Arroios,1,0.4
2759,africa_me,São Jorge de Arroios,3,0.4
2760,burger,São Jorge de Arroios,2,0.4
2761,burger,São Jorge de Arroios,1,0.4
2762,burger,São Jorge de Arroios,4,0.4
2763,burger,São Jorge de Arroios,3,0.4
2764,italian,São Jorge de Arroios,2,0.4
2765,italian,São Jorge de Arroios,1,0.4
2766,italian,São Jorge de Arroios,4,0.4
2767,italian,São Jorge de Arroios,3,0.4
2058,grill,Mártires,4,0.4
2746,japanese,São Jorge de Arroios,4,0.4
2744,japanese,São Jorge de Arroios,2,0.4
2720,veggie_healthy,São Jorge de Arroios,2,0.4
998,bistro,Anjos,4,0.4
2721,veggie_healthy,São Jorge de Arroios,1,0.4
2723,veggie_healthy,São Jorge de Arroios,3,0.4
2724,bistro,São Jorge de Arroios,2,0.4
2725,bistro,São Jorge de Arroios,1,0.4
2727,bistro,São Jorge de Arroios,3,0.4
2728,grill,São Jorge de Arroios,2,0.4
2729,grill,São Jorge de Arroios,1,0.4
2730,grill,São Jorge de Arroios,4,0.4
2731,grill,São Jorge de Arroios,3,0.4
2732,indian_nepalese,São Jorge de Arroios,2,0.4
2733,indian_nepalese,São Jorge de Arroios,1,0.4
2734,indian_nepalese,São Jorge de Arroios,4,0.4
2735,indian_nepalese,São Jorge de Arroios,3,0.4
2736,portuguese,São Jorge de Arroios,2,0.4
2737,portuguese,São Jorge de Arroios,1,0.4
2738,portuguese,São Jorge de Arroios,4,0.4
2739,portuguese,São Jorge de Arroios,3,0.4
2062,indian_nepalese,Mártires,4,0.4
491,mediterranean,Santa Catarina,3,0.4
2005,pastry,São Miguel,1,0.4
1198,indian_nepalese,Pena,4,0.4
405,bar,Lapa,1,0.4
346,japanese,São Paulo,4,0.4
1267,chicken,Madalena,3,0.4
1190,bistro,Pena,4,0.4
1191,bistro,Pena,3,0.4
1194,grill,Pena,4,0.4
1877,pizza,Sacramento,1,0.4
1266,chicken,Madalena,4,0.4
674,brunch,Encarnação,4,0.4
3009,veggie_healthy,Castelo,1,0.4
2185,burger,São Cristóvão,1,0.4
1210,japanese,Pena,4,0.4
1264,chicken,Madalena,2,0.4
1202,portuguese,Pena,4,0.4
1263,european,Madalena,3,0.4
3082,mediterranean,Alvalade,4,0.4
1206,pizza,Pena,4,0.4
1814,pastry,São José,4,0.4
294,cafe,São Paulo,4,0.4
2189,italian,São Cristóvão,1,0.4
1186,veggie_healthy,Pena,4,0.4
2177,mexican,São Cristóvão,1,0.4
1806,italian,São José,4,0.4
3090,chicken,Alvalade,4,0.4
1158,cafe,Pena,4,0.4
1162,mediterranean,Pena,4,0.4
1271,bar,Madalena,3,0.4
373,pastry,São Paulo,1,0.4
1802,burger,São José,4,0.4
3094,bar,Alvalade,4,0.4
1909,pastry,Sacramento,1,0.4
2169,japanese,São Cristóvão,1,0.4
1270,bar,Madalena,4,0.4
1269,bar,Madalena,1,0.4
1170,chicken,Pena,4,0.4
2989,european,Castelo,1,0.4
1178,seafood,Pena,4,0.4
365,italian,São Paulo,1,0.4
1893,africa_me,Sacramento,1,0.4
1268,bar,Madalena,2,0.4
362,burger,São Paulo,4,0.4
1865,grill,Sacramento,1,0.4
3021,indian_nepalese,Castelo,1,0.4
3098,seafood,Alvalade,4,0.4
302,european,São Paulo,4,0.4
321,veggie_healthy,São Paulo,1,0.4
1256,mediterranean,Madalena,2,0.4
1235,asian,Pena,3,0.4
1822,fado,São José,4,0.4
2200,fast_food,São Cristóvão,2,0.4
1238,pastry,Pena,4,0.4
1255,cafe,Madalena,3,0.4
317,south_america,São Paulo,1,0.4
2201,fast_food,São Cristóvão,1,0.4
337,portuguese,São Paulo,1,0.4
1242,fast_food,Pena,4,0.4
305,chicken,São Paulo,1,0.4
1246,fado,Pena,4,0.4
3061,pastry,Castelo,1,0.4
1252,cafe,Madalena,2,0.4
1248,brunch,Madalena,2,0.4
1250,brunch,Madalena,4,0.4
309,bar,São Paulo,1,0.4
322,veggie_healthy,São Paulo,4,0.4
1234,asian,Pena,4,0.4
325,bistro,São Paulo,1,0.4
297,mediterranean,São Paulo,1,0.4
1211,japanese,Pena,3,0.4
1214,pasta,Pena,4,0.4
2193,asian,São Cristóvão,1,0.4
1261,european,Madalena,1,0.4
333,indian_nepalese,São Paulo,1,0.4
1218,mexican,Pena,4,0.4
1857,veggie_healthy,Sacramento,1,0.4
1260,european,Madalena,2,0.4
1259,mediterranean,Madalena,3,0.4
1222,africa_me,Pena,4,0.4
1818,fast_food,São José,4,0.4
3074,brunch,Alvalade,4,0.4
2001,asian,São Miguel,1,0.4
673,brunch,Encarnação,1,0.4
329,grill,São Paulo,1,0.4
1226,burger,Pena,4,0.4
1230,italian,Pena,4,0.4
1155,brunch,Pena,3,0.4
962,brunch,Anjos,4,0.4
1798,africa_me,São José,4,0.4
1406,pasta,Santos-o-Velho,4,0.4
3117,indian_nepalese,Alvalade,1,0.4
2606,european,Santa Justa,4,0.4
3116,indian_nepalese,Alvalade,2,0.4
395,mediterranean,Lapa,3,0.4
394,mediterranean,Lapa,4,0.4
575,fado,Santa Catarina,3,0.4
1282,veggie_healthy,Madalena,4,0.4
1786,japanese,São José,4,0.4
398,european,Lapa,4,0.4
1154,brunch,Pena,4,0.4
392,mediterranean,Lapa,2,0.4
3110,bistro,Alvalade,4,0.4
391,cafe,Lapa,3,0.4
2936,japanese,Santo Condestável,2,0.4
2137,seafood,São Cristóvão,1,0.4
390,cafe,Lapa,4,0.4
3118,indian_nepalese,Alvalade,4,0.4
1782,pizza,São José,4,0.4
975,european,Anjos,3,0.4
1288,grill,Madalena,2,0.4
1290,grill,Madalena,4,0.4
404,bar,Lapa,2,0.4
403,chicken,Lapa,3,0.4
685,european,Encarnação,1,0.4
402,chicken,Lapa,4,0.4
1289,grill,Madalena,1,0.4
289,brunch,São Paulo,1,0.4
1287,bistro,Madalena,3,0.4
293,cafe,São Paulo,1,0.4
1989,africa_me,São Miguel,1,0.4
1286,bistro,Madalena,4,0.4
1284,bistro,Madalena,2,0.4
571,fast_food,Santa Catarina,3,0.4
400,chicken,Lapa,2,0.4
399,european,Lapa,3,0.4
3122,portuguese,Alvalade,4,0.4
590,european,Alto do Pina,4,0.4
1251,brunch,Madalena,3,0.4
381,fado,São Paulo,1,0.4
2144,veggie_healthy,São Cristóvão,2,0.4
3102,south_america,Alvalade,4,0.4
1279,south_america,Madalena,3,0.4
2148,bistro,São Cristóvão,2,0.4
1790,pasta,São José,4,0.4
681,mediterranean,Encarnação,1,0.4
382,fado,São Paulo,4,0.4
1276,south_america,Madalena,2,0.4
377,fast_food,São Paulo,1,0.4
2153,grill,São Cristóvão,1,0.4
1794,mexican,São José,4,0.4
1953,veggie_healthy,São Miguel,1,0.4
387,brunch,Lapa,3,0.4
